snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-24,,113043,财通转债,110.559,5.53,116.09,-19.81,0.211,37.992,14477.45,3.44,AAA,601108,财通证券,8.36,-2.34,0.98,,,maturity_too_close,,,,,,
2026-09-24,,113042,上银转债,115.983,1.84,117.82,-10.19,0.337,192.16,24015.61,1.08,AAA,601229,上海银行,9.51,0.42,0.51,,,maturity_too_close,,,,,,
2026-09-24,,113046,金田转债,116.174,-0.28,115.89,-10.84,0.49,12.542,64180.95,43.38,AA+,601609,金田股份,11.86,-7.27,1.98,公告要强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-24,,113605,大参转债,110.57,6.22,116.79,-6.97,0.077,14.043,6633.65,4.26,AA,603233,大参林,17.55,-2.34,2.59,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-24,,128134,鸿路转债,110.9,6.22,117.12,-21.13,0.041,7.982,29992.68,44.07,AA,002541,鸿路钢构,18.26,-7.26,1.26,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-24,,127047,帝欧转债,131.1,1.3,132.4,-10.1,1.085,4.654,8545.98,14.0,BBB+,002798,帝欧水华,6.6,-1.05,1.9,,,price_too_high,,,,,,
2026-09-24,,111015,东亚转债,134.068,5.14,139.21,-4.41,2.784,6.662,8627.31,9.62,A+,605177,东亚药业,25.86,3.9,1.74,,,price_too_high,,,,,,
2026-09-24,,113681,镇洋转债,134.92,8.47,143.39,-3.77,3.266,5.476,3719.79,5.02,AA-,603213,镇洋发展,13.62,-1.02,3.26,,,price_too_high,,,,,,
2026-09-24,,123207,冠中转债,199.02,5.85,204.87,-16.88,2.825,1.455,53299.64,180.24,A-,300948,冠中生态,19.63,-0.15,3.21,,,price_too_high,,,,,,
2026-09-24,,118058,微导转债,364.79,9.4,374.19,-21.48,4.869,11.698,47880.4,11.06,AA,688147,微导纳米,111.0,-3.81,16.66,,,price_too_high,,,,,,
2026-09-24,,123245,集智转债,382.51,5.13,387.64,-26.08,3.89,1.537,48285.46,81.02,A,300553,集智股份,65.71,-2.29,8.62,,,price_too_high,,,,,,
2026-09-24,,123091,长海转债,133.453,4.76,138.21,-69.01,0.247,5.459,25403.34,34.7,AA,300196,长海股份,18.84,-2.53,1.6,,,price_too_high|maturity_too_close,,,,,,
2026-09-24,,110077,洪城转债,198.284,-0.18,198.1,-290.25,0.156,4.982,5890.26,5.93,AA+,600461,洪城环境,8.76,-0.9,1.16,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-24,,113615,金诚转债,681.973,4.82,686.79,-342.81,0.247,4.958,30191.49,8.73,AA,603979,金诚信,72.35,-4.85,3.64,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-24,,111000,起帆转债,131.836,2.96,134.8,-19.26,0.663,9.991,12614.35,9.48,AA-,605222,起帆电缆,22.14,-2.17,1.86,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-24,,132026,G三峡EB2,136.397,1.99,138.39,-30.43,0.685,94.986,4965.1,0.39,AAA,600900,长江电力,28.36,1.0,3.21,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-24,,123258,胜蓝转02,224.081,-0.89,223.19,,,3.033,79759.0,165.82,AA-,300843,胜蓝股份,122.91,-8.92,11.66,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-24,,123243,严牌转债,238.58,3.77,242.35,-17.1,3.795,2.558,24998.64,40.57,A+,301081,严牌股份,16.6,-1.83,3.39,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-24,,118027,宏图转债,100.048,-3.08,96.97,8.49,2.181,6.098,165338.1,271.32,CC,688066,*ST航图,8.96,9.54,-1.73,,,st_stock,,,,,,
2026-09-24,,110081,闻泰转债,101.605,9.48,111.09,7.51,0.841,71.5,11706.74,1.61,BBB-,600745,*ST闻泰,17.04,-0.35,0.89,,,st_stock,,,,,,
