snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-03,1.0,127061,美锦转债,113.17,4.44,117.61,3.99,1.63,27.742,11302.94,3.59,A,000723,美锦能源,3.76,-2.08,1.33,,0.4125,,0.25,0.5,0.25,0.75,0.25,1.0
2026-09-03,2.0,113056,重银转债,127.406,4.32,131.73,-7.81,1.553,115.622,20480.08,1.39,AAA,601963,重庆银行,11.26,-0.79,0.61,,0.5337500000000001,,0.75,0.25,0.5,0.5,1.0,0.375
2026-09-03,3.0,127030,盛虹转债,119.973,7.59,127.56,-18.22,0.548,49.974,30542.07,5.08,AA+,000301,东方盛虹,14.73,6.66,2.51,,0.7175,,0.5,1.0,1.0,0.25,0.5,0.75
2026-09-03,4.0,113062,常银转债,128.809,6.16,134.97,-7.87,2.036,59.994,8380.1,1.08,AAA,601128,常熟银行,6.37,0.47,0.69,,0.8362499999999999,,1.0,0.75,0.75,1.0,0.75,0.375
2026-09-03,,113710,四方转债,100.0,6.9,106.9,2.16,6.003,10.234,0.0,0.0,AA,603339,四方科技,13.91,-10.03,1.54,,,liquidity_too_low,,,,,,
2026-09-03,,123283,丰茂转债,100.0,10.39,110.39,2.21,5.959,6.075,0.0,0.0,AA-,301459,丰茂股份,32.24,0.25,2.63,,,liquidity_too_low,,,,,,
2026-09-03,,113605,大参转债,114.135,3.96,118.1,-27.55,0.134,14.044,3703.96,2.31,AA,603233,大参林,18.51,2.38,2.73,,,maturity_too_close,,,,,,
2026-09-03,,113042,上银转债,117.707,2.38,120.09,-12.29,0.395,199.774,28844.95,1.22,AAA,601229,上海银行,9.6,-0.31,0.51,,,maturity_too_close,,,,,,
2026-09-03,,113043,财通转债,119.208,8.59,127.8,-41.69,0.269,37.992,10179.45,2.25,AAA,601108,财通证券,8.76,1.15,1.03,,,maturity_too_close,,,,,,
2026-09-03,,123091,长海转债,125.448,13.01,138.46,-38.21,0.304,5.461,12782.78,18.53,AA,300196,长海股份,16.64,-1.13,1.41,,,maturity_too_close,,,,,,
2026-09-03,,128134,鸿路转债,120.28,3.99,124.27,-89.12,0.099,13.157,7355.87,4.63,AA,002541,鸿路钢构,20.23,-2.88,1.37,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-03,,113046,金田转债,138.477,2.08,140.56,-37.53,0.548,14.992,21290.02,10.35,AA+,601609,金田股份,13.81,2.6,2.31,,,price_too_high,,,,,,
2026-09-03,,113681,镇洋转债,138.734,8.05,146.78,-4.52,3.323,5.476,2356.38,3.1,AA-,603213,镇洋发展,14.06,0.57,3.36,,,price_too_high,,,,,,
2026-09-03,,127047,帝欧转债,139.8,7.86,147.66,-14.62,1.143,4.654,4778.79,7.32,BBB+,002798,帝欧水华,6.61,3.61,1.9,,,price_too_high,,,,,,
2026-09-03,,113066,平煤转债,138.479,10.13,148.61,-8.87,2.534,14.274,11410.95,5.78,AAA,601666,平煤股份,9.38,-0.11,0.92,,,price_too_high,,,,,,
2026-09-03,,127110,广核转债,137.727,12.06,149.79,-4.6,4.849,48.992,11993.1,1.77,AAA,003816,中国广核,4.4,1.62,1.8,,,price_too_high,,,,,,
2026-09-03,,123235,亿田转债,171.68,12.5,184.18,-10.58,3.301,4.352,197200.64,262.21,A+,300911,亿田智能,32.52,7.54,5.31,,,price_too_high,,,,,,
2026-09-03,,123243,严牌转债,222.219,0.91,223.13,-15.3,3.852,2.607,28282.84,48.67,A+,301081,严牌股份,15.9,0.06,3.24,,,price_too_high,,,,,,
2026-09-03,,123258,胜蓝转02,255.5,8.0,263.5,-14.59,4.986,4.498,266171.71,235.67,AA-,300843,胜蓝股份,128.6,1.74,12.2,,,price_too_high,,,,,,
2026-09-03,,127080,声迅转债,276.38,8.9,285.28,-30.83,2.326,2.793,43978.69,56.22,A,003004,声迅股份,73.45,0.99,8.71,,,price_too_high,,,,,,
2026-09-03,,128138,侨银转债,131.099,7.89,138.99,-4.14,0.206,4.199,5034.96,9.15,A+,002973,侨银股份,12.88,0.78,2.05,,,price_too_high|maturity_too_close,,,,,,
2026-09-03,,110077,洪城转债,205.423,0.88,206.3,-220.15,0.214,5.837,8875.76,7.41,AA+,600461,洪城环境,8.98,0.56,1.15,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-03,,113615,金诚转债,783.664,9.31,792.97,-284.37,0.304,4.958,48399.6,12.61,AA,603979,金诚信,79.72,1.12,4.01,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-03,,123112,万讯转债,135.0,-0.11,134.89,,,1.617,40551.5,184.47,AA-,300112,万讯自控,8.69,-3.44,2.56,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,132026,G三峡EB2,137.5,2.52,140.02,-28.92,0.743,94.986,19835.18,1.52,AAA,600900,长江电力,28.44,-0.97,3.22,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,111000,起帆转债,137.724,11.95,149.67,-22.9,0.721,9.991,6982.74,5.06,AA-,605222,起帆电缆,21.27,0.42,1.79,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,127067,Z逸转2,182.635,-0.17,182.47,,,1.493,72137.83,263.87,AA+,000703,恒逸石化,18.88,1.94,2.37,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,123207,冠中转债,217.59,7.66,225.25,-19.14,2.882,1.455,11275.35,35.31,A-,300948,冠中生态,21.1,-2.5,3.45,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,118058,微导转债,354.172,9.71,363.88,-20.78,4.926,11.698,201403.59,48.03,AA,688147,微导纳米,107.47,-6.83,16.13,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-03,,110081,闻泰转债,106.817,8.35,115.17,1.24,0.899,72.051,10615.33,1.38,BBB+,600745,*ST闻泰,18.1,-3.52,0.94,,,st_stock,,,,,,
