snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-18,1.0,127061,美锦转债,110.065,6.39,116.46,5.96,1.589,27.742,7815.38,2.56,A,000723,美锦能源,3.59,-0.28,1.27,,0.40499999999999997,,0.25,0.5,0.25,0.5,0.5,1.0
2026-09-18,2.0,113056,重银转债,125.471,6.13,131.6,-7.07,1.512,115.622,19484.47,1.34,AAA,601963,重庆银行,10.9,-1.18,0.59,,0.42875,,0.5,0.25,0.5,0.25,1.0,0.375
2026-09-18,3.0,113062,常银转债,128.025,7.2,135.23,-8.1,1.995,59.994,5348.03,0.7,AAA,601128,常熟银行,6.27,-0.79,0.68,,0.77125,,0.75,0.75,1.0,0.75,0.75,0.375
2026-09-18,4.0,113058,友发转债,129.033,13.79,142.82,-7.97,1.532,18.638,3466.84,1.44,AA,601686,友发集团,5.08,-0.39,1.06,,0.8949999999999999,,1.0,1.0,0.75,1.0,0.25,0.75
2026-09-18,,123285,润禾转02,100.0,-11.97,88.03,2.83,5.981,3.7,0.0,0.0,A+,300727,润禾材料,35.33,2.32,4.7,,,liquidity_too_low,,,,,,
2026-09-18,,127116,瑞鹄转02,100.0,9.45,109.45,1.85,6.0,6.86,0.0,0.0,AA,002997,瑞鹄模具,26.66,-0.04,2.11,,,liquidity_too_low,,,,,,
2026-09-18,,113043,财通转债,112.114,6.0,118.11,-24.27,0.227,37.992,8427.0,1.98,AAA,601108,财通证券,8.44,0.72,0.99,,,maturity_too_close,,,,,,
2026-09-18,,113042,上银转债,117.271,2.43,119.7,-12.72,0.353,192.16,18171.14,0.8,AAA,601229,上海银行,9.56,-0.31,0.51,,,maturity_too_close,,,,,,
2026-09-18,,123076,强力转债,124.001,12.92,136.92,-53.09,0.17,3.388,5196.45,12.47,AA-,300429,强力新材,11.64,1.39,3.29,,,maturity_too_close,,,,,,
2026-09-18,,113605,大参转债,111.81,2.56,114.37,-17.91,0.093,14.044,12262.46,7.77,AA,603233,大参林,18.38,0.38,2.71,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-18,,128134,鸿路转债,111.33,4.63,115.96,-21.8,0.058,12.849,9587.54,6.71,AA,002541,鸿路钢构,18.61,1.2,1.28,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-18,,113046,金田转债,131.697,0.95,132.65,-32.51,0.507,14.991,17038.07,8.64,AA+,601609,金田股份,13.28,2.0,2.22,,,price_too_high,,,,,,
2026-09-18,,127047,帝欧转债,134.216,3.09,137.31,-11.88,1.101,4.654,4414.12,7.04,BBB+,002798,帝欧水华,6.64,0.15,1.91,,,price_too_high,,,,,,
2026-09-18,,111015,东亚转债,134.768,10.7,145.47,-4.56,2.8,6.662,15305.6,17.0,A+,605177,东亚药业,24.69,-4.08,1.66,,,price_too_high,,,,,,
2026-09-18,,113631,皖天转债,133.169,13.77,146.94,-14.4,1.14,5.958,2776.89,3.5,AA+,603689,皖天然气,7.62,-0.91,1.06,,,price_too_high,,,,,,
2026-09-18,,113681,镇洋转债,136.909,11.13,148.04,-4.19,3.282,5.476,3015.18,4.02,AA-,603213,镇洋发展,13.49,-0.81,3.23,,,price_too_high,,,,,,
2026-09-18,,123160,泰福转债,165.022,5.38,170.4,-15.1,2.03,2.314,50660.5,128.7,A,300992,泰福泵业,30.85,2.46,3.2,,,price_too_high,,,,,,
2026-09-18,,123207,冠中转债,201.198,10.84,212.04,-17.11,2.841,1.455,14783.92,50.66,A-,300948,冠中生态,18.95,1.39,3.1,,,price_too_high,,,,,,
2026-09-18,,118058,微导转债,389.64,6.32,395.96,-22.48,4.885,11.698,174916.59,38.6,AA,688147,微导纳米,122.0,5.46,18.32,,,price_too_high,,,,,,
2026-09-18,,128138,侨银转债,133.116,4.06,137.18,-14.49,0.164,4.199,6772.57,12.14,A+,002973,侨银股份,13.56,0.0,2.15,,,price_too_high|maturity_too_close,,,,,,
2026-09-18,,123091,长海转债,141.933,2.35,144.28,-83.73,0.263,5.46,73974.92,95.51,AA,300196,长海股份,20.51,-0.97,1.74,,,price_too_high|maturity_too_close,,,,,,
2026-09-18,,110077,洪城转债,202.833,-0.06,202.77,-269.38,0.173,5.252,5501.45,5.15,AA+,600461,洪城环境,8.95,0.45,1.18,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-18,,113615,金诚转债,729.517,10.63,740.15,-325.19,0.263,4.958,32295.52,8.87,AA,603979,金诚信,73.33,0.18,3.69,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-18,,132026,G三峡EB2,136.28,2.22,138.5,-29.61,0.701,94.986,3654.93,0.28,AAA,600900,长江电力,28.27,-0.67,3.2,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-18,,111000,起帆转债,137.563,6.23,143.79,-24.14,0.68,9.991,12764.24,9.22,AA-,605222,起帆电缆,22.39,-0.75,1.88,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-18,,127080,声迅转债,236.809,12.09,248.9,-26.42,2.285,2.793,94670.31,146.44,A,003004,声迅股份,61.14,0.77,7.25,已满足强赎条件,,price_too_high|redeem_risk,,,,,,
2026-09-18,,123243,严牌转债,256.2,5.4,261.6,-18.59,3.811,2.558,107790.56,167.47,A+,301081,严牌股份,17.55,4.65,3.59,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-18,,123258,胜蓝转02,266.145,-0.09,266.06,,,4.231,120358.77,107.41,AA-,300843,胜蓝股份,144.81,1.98,13.74,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-18,,123245,集智转债,403.605,6.13,409.74,-27.01,3.907,1.537,109528.2,178.44,A,300553,集智股份,68.68,4.09,9.01,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-18,,110081,闻泰转债,100.783,10.54,111.32,8.38,0.858,71.5,10156.35,1.41,BBB-,600745,*ST闻泰,16.74,1.45,0.87,,,st_stock,,,,,,
