代码,名称,现价,正股代码,正股名称,规模,剩余规模,转股起始日,最后交易日,到期日,转股价,强赎触发比,强赎触发价,正股价,强赎价,强赎天计数,强赎条款,强赎状态
113652,伟22转债,125.381,603568,伟明环保,14.77,14.766,2023-01-30,,2028-07-22,19.02,130,24.726,14.7,,0/15 | 30,如果公司股票任何连续三十个交易日中至少十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
113650,博22转债,123.205,603916,苏博特,8.0,7.996,2023-01-09,,2028-07-01,23.27,130,30.251,11.22,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113054,绿动转债,125.457,601330,绿色动力,23.6,23.598,2022-09-05,,2028-02-25,8.67,130,11.271,7.81,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）,
113053,隆22转债,118.063,601012,隆基绿能,70.0,69.951,2022-07-11,,2028-01-05,17.5,130,22.75,11.75,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）,
110097,天润转债,144.411,600419,天润乳业,9.9,9.89,2025-04-30,,2030-10-24,8.19,130,10.647,8.87,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
110095,双良转债,116.579,600481,双良节能,26.0,14.006,2024-02-19,,2029-08-08,6.18,130,8.034,4.28,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
110093,神马转债,123.532,600810,神马股份,30.0,22.197,2023-09-22,,2029-03-16,8.08,130,10.504,6.62,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含）,
110098,南药转债,136.349,600713,南京医药,10.815,10.814,2025-07-01,,2030-12-25,4.95,130,6.435,5.34,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含 130%）；,
110099,福能转债,145.514,600483,福能股份,38.02,38.019,2026-04-17,,2031-10-13,9.49,130,12.337,11.06,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111002,特纸转债,140.503,605007,五洲特纸,6.7,6.619,2022-06-14,,2027-12-08,13.49,130,17.537,15.32,,0/15 | 30,如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含 130%）,
110100,龙建转债,120.883,600853,龙建股份,10.0,10.0,2026-07-28,,2032-01-22,4.59,130,5.967,3.4,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
110092,三房转债,72.73,600370,*ST三房,25.0,21.185,2023-07-12,,2029-01-06,3.02,130,3.926,1.56,,0/15 | 30,当公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
110090,爱迪转债,131.477,600933,爱柯迪,15.7,15.695,2023-03-29,,2028-09-23,17.15,130,22.295,13.43,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
110081,闻泰转债,107.162,600745,*ST闻泰,86.0,72.051,2022-02-07,,2027-07-28,18.36,130,23.868,18.76,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
110076,华海转债,112.462,600521,华海药业,18.426,18.424,2021-05-06,,2026-11-02,16.5,130,21.45,15.97,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日收盘价格不低于当期转股价格的130%(含130%),
110084,贵燃转债,134.441,600903,贵州燃气,10.0,8.157,2022-07-01,,2027-12-27,6.42,130,8.346,7.07,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
110085,通22转债,113.996,600438,通威股份,120.0,119.831,2022-09-02,,2028-02-24,34.6,130,44.98,11.36,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含 130%）,
110087,天业转债,124.595,600075,新疆天业,30.0,29.975,2022-12-29,,2028-06-23,5.6,130,7.28,4.83,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
110086,精工转债,122.032,600496,精工钢构,20.0,19.999,2022-10-28,,2028-04-22,4.57,130,5.941,3.31,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111003,聚合转债,145.281,605166,聚合顺,2.04,2.035,2022-09-13,,2028-03-07,8.85,130,11.505,9.0,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111004,明新转债,133.62,605068,明新旭腾,6.73,6.715,2022-10-10,,2028-03-30,24.37,130,31.681,21.36,,0/15 | 30,如果公司股票在连续三十个交易日内至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
113043,财通转债,118.3,601108,财通证券,38.0,37.992,2021-06-16,,2026-12-10,7.98,130,10.374,8.66,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日 的收盘价格不低于当期转股价格的130%(含 130%),
113042,上银转债,118.285,601229,上海银行,200.0,199.774,2021-07-29,,2027-01-25,8.35,130,10.855,9.63,,0/15 | 30,如果公司A股普通股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含130%),
111024,澳弘转债,145.555,605058,澳弘电子,5.8,5.799,2026-06-17,,2031-12-11,33.54,130,43.602,27.61,,0/15 | 30,在本次发行的可转债转股期内，如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
113048,晶科转债,115.254,601778,晶科科技,30.0,15.453,2021-10-29,,2027-04-23,4.47,130,5.811,3.65,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
113049,长汽转债,106.667,601633,长城汽车,35.0,34.95,2021-12-17,,2027-06-10,38.74,130,50.362,14.97,,0/15 | 30,如果公司 A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
113052,兴业转债,114.512,601166,兴业银行,500.0,413.5,2022-06-30,,2027-12-27,20.13,130,26.169,17.9,,0/15 | 30,在本次发行可转债的转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含 130%）,
113051,节能转债,120.848,601016,节能风电,30.0,26.519,2021-12-27,,2027-06-21,3.33,130,4.329,3.31,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),
111022,锡振转债,180.576,605319,无锡振华,5.2,5.197,2025-12-24,,2031-06-18,22.39,130,29.107,27.73,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
111021,奥锐转债,136.279,605116,奥锐特,8.121,8.121,2025-02-05,,2030-07-26,24.6,130,31.98,19.88,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
111014,李子转债,122.794,605337,李子园,6.0,5.999,2023-12-28,,2029-06-20,18.21,130,23.673,9.37,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111009,盛泰转债,123.241,605138,盛泰集团,7.012,7.011,2023-05-11,,2028-11-07,10.51,130,13.663,6.13,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111015,东亚转债,134.534,605177,东亚药业,6.9,6.662,2024-01-12,,2029-07-06,20.28,130,26.364,23.44,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
111017,蓝天转债,134.038,605368,蓝天燃气,8.7,6.715,2024-02-21,,2029-08-15,6.72,130,8.736,7.09,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
111020,合顺转债,135.979,605166,聚合顺,3.38,3.38,2025-01-27,,2030-07-22,10.53,130,13.689,9.0,,0/15 | 30,如果公司股票连续 30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111018,华康转债,124.207,605077,华康股份,13.03,13.022,2024-07-01,,2029-12-25,15.97,130,20.761,11.12,,0/15 | 30,如果本公司股票任意连续 30 个交易日中至少有 15 个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
113674,华设转债,128.009,603018,华设集团,4.0,3.999,2024-01-29,,2029-07-21,6.95,130,9.035,5.29,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113640,苏利转债,133.415,603585,苏利股份,9.572,7.39,2022-08-22,,2028-02-16,10.84,130,14.092,10.96,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）。,
118031,天23转债,121.664,688599,天合光能,88.648,58.512,2023-08-17,,2029-02-13,16.0,130,20.8,11.53,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
118042,奥维转债,125.1,688516,奥特维,11.4,11.399,2024-02-19,,2029-08-10,83.69,130,108.797,43.17,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%），,
113700,海天转债,130.9,603759,海天股份,8.01,8.01,2026-08-11,,2032-02-05,12.41,130,16.133,7.65,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118039,煜邦转债,133.12,688597,煜邦电力,4.108,4.104,2024-01-26,,2029-07-20,7.3,130,9.49,6.63,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
118032,建龙转债,124.052,688357,建龙微纳,7.0,6.999,2023-09-14,,2029-03-08,71.41,130,92.833,26.46,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
118037,上声转债,129.137,688533,上声电子,5.2,4.679,2024-01-12,,2029-07-06,28.64,130,37.232,20.69,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
118034,晶能转债,118.8,688223,晶科能源,100.0,83.22,2023-10-26,,2029-04-20,6.35,120,7.62,4.05,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的120%（含）,
118027,宏图转债,80.55,688066,*ST航图,10.088,9.475,2023-06-02,,2028-11-28,13.12,130,17.056,8.19,,0/15 | 30,如果公司股票在连续 30 个交易日中至少 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
118024,冠宇转债,125.179,688772,珠海冠宇,30.89,30.889,2023-04-28,,2028-10-24,22.51,120,27.012,15.71,,0/15 | 30,"如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 120%（含 120%）或本次发行的可转换公司债券未转股余额不足 5,000 万元时",
118010,洁特转债,125.165,688026,洁特生物,4.4,4.399,2023-01-04,,2028-06-28,47.88,130,62.244,18.6,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
118007,山石转债,140.581,688030,山石网科,2.674,2.671,2022-09-28,,2028-03-22,16.5,130,21.45,16.99,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118005,天奈转债,122.921,688116,天奈科技,8.3,8.299,2022-08-09,,2028-01-27,99.01,130,128.713,34.87,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
118012,微芯转债,147.457,688321,微芯生物,5.0,4.995,2023-01-11,,2028-07-05,25.34,130,32.942,24.87,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118015,芯海转债,128.186,688595,芯海科技,4.1,4.1,2023-01-30,,2028-07-21,55.22,130,71.786,29.79,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118022,锂科转债,119.061,688779,五矿新能,32.5,32.497,2023-04-17,,2028-10-11,15.49,130,20.137,7.81,,0/15 | 30,如果公司 A股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
118020,芳源转债,118.2,688148,芳源股份,6.42,6.417,2023-03-29,,2028-09-23,9.0,130,11.7,6.18,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113696,伯25转债,135.689,603596,伯特利,28.02,28.017,2026-01-07,,2031-07-01,35.16,130,45.708,30.09,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；,
113698,凯众转债,138.794,603037,凯众股份,3.08,3.079,2026-02-24,,2031-08-15,12.55,130,16.315,10.54,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
118035,国力转债,157.768,688103,国力电子,4.8,4.799,2023-12-18,,2029-06-12,62.31,130,81.003,71.26,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113681,镇洋转债,138.866,603213,镇洋发展,6.6,5.476,2024-07-05,,2029-12-29,10.95,130,14.235,13.98,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113682,益丰转债,125.337,603939,益丰药房,17.97,17.968,2024-09-09,,2030-03-04,31.44,130,40.872,22.67,,0/15 | 30,如果公司A股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
118036,力合转债,145.233,688589,力合微,3.8,3.8,2024-01-04,,2029-06-28,18.5,130,24.05,20.07,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113680,丽岛转债,136.629,603937,丽岛新材,3.0,2.998,2024-05-21,,2029-11-15,12.91,130,16.783,11.9,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113678,中贝转债,140.449,603220,中贝通信,5.17,5.106,2024-04-25,,2029-10-19,20.47,130,26.611,18.43,,0/15 | 30,如果公司股票在连续三十个交易日内至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）；,
113679,芯能转债,124.178,603105,芯能科技,8.8,8.799,2024-05-06,,2029-10-26,12.55,130,16.315,7.76,,0/15 | 30,如果公司 A 股股票在任意连续 30 个交易日中至少 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113686,泰瑞转债,152.625,603289,泰瑞机器,3.378,3.363,2025-01-08,,2030-07-02,8.0,130,10.4,9.05,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113695,华辰转债,147.583,603097,江苏华辰,4.6,4.597,2025-12-26,,2031-06-20,16.68,130,21.684,19.44,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
113688,国检转债,136.526,603060,国检集团,8.0,7.997,2025-04-23,,2030-10-17,6.45,130,8.385,5.6,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113693,志邦转债,121.795,603801,志邦家居,6.7,6.7,2025-09-24,,2031-03-18,11.13,130,14.469,6.41,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113694,清源转债,128.121,603628,清源股份,5.0,4.999,2025-10-14,,2031-04-08,12.85,130,16.705,10.02,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113692,保隆转债,130.181,603197,保隆科技,13.9,13.897,2025-05-06,,2030-10-31,39.16,130,50.908,30.39,,0/15 | 30,如果公司 A 股股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
118066,统联转债,132.596,688210,统联精密,5.76,5.76,2026-09-07,,2032-03-02,56.2,130,73.06,34.27,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
113701,祥和转债,143.567,603500,祥和实业,4.0,4.0,2026-09-09,,2032-03-02,13.37,130,17.381,9.67,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127113,长高转债,161.576,002452,长高电气,7.59,7.586,2026-09-14,,2032-03-08,10.92,130,14.196,11.49,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118067,上26转债,131.946,688533,上声电子,3.25,3.25,2026-09-24,,2032-03-17,32.25,130,41.925,20.69,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123266,博士转债,141.51,300622,博士眼镜,3.75,3.75,2026-09-24,,2032-03-17,21.54,130,28.002,16.08,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123267,珂玛转债,269.177,301611,珂玛科技,7.5,7.5,2026-10-22,,2032-04-15,97.47,130,126.711,92.98,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113702,斯达转债,167.551,603290,斯达半导,15.0,15.0,2026-10-22,,2032-04-15,104.79,130,136.227,86.16,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123268,本川转债,184.282,300964,本川智能,4.69,4.69,2026-10-23,,2032-04-16,54.13,130,70.369,57.02,,0/15 | 30,如果公司A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123269,金杨转债,147.27,301210,金杨精密,9.8,9.8,2026-10-26,,2032-04-19,28.24,130,36.712,25.64,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123270,盛德转债,230.474,300881,盛德鑫泰,4.05,4.05,2026-12-07,,2032-05-31,53.68,130,69.784,32.12,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123271,通合转债,169.506,300491,通合科技,5.22,5.219,2026-12-08,,2032-06-01,33.18,130,43.134,33.87,,0/15 | 30,如果公司A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；,
118068,迪威转债,132.631,688377,迪威尔,9.08,9.08,2026-12-10,,2032-06-03,32.49,130,42.237,19.03,,0/15 | 30,在转股期内，如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
113703,翔26转债,138.077,603112,华翔股份,13.01,13.01,2026-12-14,,2032-06-07,21.94,130,28.522,16.89,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113704,春风转债,179.039,603129,春风动力,21.79,21.79,2026-12-16,,2032-06-09,241.7,130,314.21,295.8,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
118069,爱科转债,164.027,688092,爱科科技,2.67,2.67,2026-12-17,,2032-06-10,28.53,130,37.089,23.23,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123272,中汽转债,153.865,301215,中汽股份,10.39,10.39,2026-12-17,,2032-06-10,5.99,130,7.787,5.42,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113706,金帝转债,176.107,603270,金帝股份,9.7,9.7,2026-12-22,,2032-06-14,30.62,130,39.806,31.77,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
113705,豪26转债,141.625,603809,豪能股份,18.0,18.0,2026-12-22,,2032-06-14,10.74,130,13.962,8.97,,0/15 | 30,在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123273,三江转债,342.29,301059,金三江,2.9,2.9,2026-12-24,,2032-06-16,14.43,130,18.759,12.42,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118070,南芯转债,158.637,688484,南芯科技,15.869,15.869,2026-12-25,,2032-06-17,43.71,130,56.823,34.87,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
118071,华峰转债,221.241,688200,华峰测控,7.49,7.49,2026-12-29,,2032-06-22,335.79,130,436.527,381.45,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118072,鼎通转债,186.447,688668,鼎通科技,9.3,9.3,2026-12-30,,2032-06-23,246.0,130,319.8,255.85,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
110101,宝钛转债,152.364,600456,宝钛股份,35.0,35.0,2026-12-30,,2032-06-23,30.98,130,40.274,26.87,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
111025,圣泉转债,165.105,605589,圣泉集团,25.0,25.0,2027-01-01,,2032-06-24,42.38,130,55.094,38.93,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127114,宜化转债,140.0,000422,湖北宜化,33.0,33.0,2027-01-04,,2032-06-25,14.08,130,18.304,12.75,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123274,维科转债,143.79,301499,维科精密,6.3,6.3,2027-01-04,,2032-06-25,35.62,130,46.306,25.36,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司股票连续30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的130%（含130%）,
113707,科博转债,170.853,603786,科博达,14.91,14.91,2027-01-11,,2032-07-02,45.56,130,59.228,39.4,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123275,肇民转债,141.3,301000,肇民科技,5.9,5.9,2027-01-15,,2032-07-08,33.8,130,43.94,24.12,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
110102,江农转债,154.291,600389,江山股份,11.85,11.85,2027-01-20,,2032-07-13,20.64,130,26.832,18.51,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司A 股股票连续30个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的130%（含130%）,
113708,曙26转债,149.808,603019,中科曙光,80.0,80.0,2027-01-21,,2032-07-14,108.89,130,141.557,85.29,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118073,赛斯转债,166.862,688480,赛恩斯,5.519,5.519,2027-01-25,,2032-07-16,88.16,130,114.608,72.02,,0/15 | 30,如果公司股票连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123276,久吾转02,168.3,300631,久吾高科,3.0,3.0,2027-01-25,,2032-07-19,23.78,130,30.914,21.85,,0/15 | 30,在本次发行的可转换公司债券转股期内，如果公司股票任意连续30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的130%（含130%）,
127115,炬申转债,178.102,001202,炬申股份,3.8,3.8,2027-02-01,,2032-07-23,13.76,130,17.888,14.51,,0/15 | 30,在本次发行的可转换公司债券转股期内，公司A 股股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
110103,申能转债,147.711,600642,申能股份,20.0,20.0,2027-02-01,,2032-07-23,8.74,130,11.362,8.57,,0/15 | 30,在本次发行的可转债转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
118074,特宝转债,176.351,688278,特宝生物,15.33,15.33,2027-02-03,,2032-07-27,58.56,130,76.128,54.92,,0/15 | 30,如果公司A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123277,玉禾转债,143.972,300815,玉禾田,15.0,15.0,2027-02-04,,2032-07-28,16.35,130,21.255,15.36,,0/15 | 30,如果公司股票连续30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的130%（含130%）,
118075,奥普转债,243.374,688686,奥普特,12.7,12.7,2027-02-04,,2032-07-28,150.03,130,195.039,148.65,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
123278,合金转债,174.999,300697,电工合金,5.45,5.45,2027-02-05,,2032-07-29,13.98,130,18.174,15.12,,0/15 | 30,如果公司股票连续30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
113709,振26转债,166.591,603067,振华股份,8.78,8.78,2027-02-05,,2032-07-29,40.33,130,52.429,32.7,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123279,天脉转债,174.9,301626,苏州天脉,7.86,7.86,2027-02-08,,2032-08-02,267.33,130,347.529,253.66,,0/15 | 30,如果公司股票连续30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123280,三鑫转债,153.5,300453,三鑫医疗,5.3,5.3,2027-02-10,,2032-08-03,9.72,130,12.636,9.3,,0/15 | 30,在转股期内，如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含本数）；,
123281,中仑转债,166.762,301565,中仑新材,10.68,10.68,2027-02-12,,2032-08-05,20.28,130,26.364,20.44,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
111026,派克转债,170.896,605123,派克新材,15.8,15.8,2027-02-12,,2032-08-05,81.8,130,106.34,81.05,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
118076,先锋转债,189.722,688605,先锋精科,7.5,7.5,2027-02-12,,2032-08-05,86.4,130,112.32,73.2,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
