snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-17,1.0,127061,美锦转债,110.639,6.64,117.28,5.6,1.592,27.742,9927.2,3.24,A,000723,美锦能源,3.6,-1.1,1.27,,0.5666666666666667,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
2026-09-17,2.0,113056,重银转债,125.975,5.3,131.28,-7.31,1.515,115.622,8577.92,0.59,AAA,601963,重庆银行,11.03,-0.09,0.59,,0.5816666666666667,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5
2026-09-17,3.0,113062,常银转债,128.005,6.33,134.34,-8.08,1.997,59.994,5664.43,0.74,AAA,601128,常熟银行,6.32,-0.47,0.69,,0.8516666666666667,,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5
2026-09-17,,123285,润禾转02,100.0,-9.93,90.07,2.83,5.984,3.7,0.0,0.0,A+,300727,润禾材料,34.53,3.07,4.6,,,liquidity_too_low,,,,,,
2026-09-17,,127116,瑞鹄转02,100.0,9.41,109.41,1.85,6.003,6.86,0.0,0.0,AA,002997,瑞鹄模具,26.67,-8.48,2.11,,,liquidity_too_low,,,,,,
2026-09-17,,113043,财通转债,111.5,6.18,117.68,-21.69,0.23,37.992,7787.65,1.84,AAA,601108,财通证券,8.38,-0.24,0.99,,,maturity_too_close,,,,,,
2026-09-17,,113042,上银转债,117.702,2.48,120.18,-13.6,0.356,192.16,15851.95,0.7,AAA,601229,上海银行,9.59,-0.21,0.51,,,maturity_too_close,,,,,,
2026-09-17,,110076,华海转债,111.88,12.91,124.79,-13.34,0.126,18.424,7271.19,3.53,AA,600521,华海药业,16.35,0.86,2.5,,,maturity_too_close,,,,,,
2026-09-17,,123076,强力转债,121.956,12.61,134.57,-43.22,0.173,3.39,5742.92,13.86,AA-,300429,强力新材,11.48,0.0,3.24,,,maturity_too_close,,,,,,
2026-09-17,,113605,大参转债,111.711,2.86,114.57,-16.43,0.096,14.044,7467.8,4.77,AA,603233,大参林,18.31,0.49,2.7,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-17,,128134,鸿路转债,111.7,6.23,117.93,-26.47,0.06,12.849,3468.44,2.41,AA,002541,鸿路钢构,18.39,0.6,1.27,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-17,,113046,金田转债,130.785,2.26,133.05,-31.19,0.51,14.991,10593.07,5.4,AA+,601609,金田股份,13.02,-1.51,2.17,,,price_too_high,,,,,,
2026-09-17,,127047,帝欧转债,134.78,3.68,138.46,-12.19,1.104,4.654,3805.34,6.02,BBB+,002798,帝欧水华,6.63,1.07,1.91,,,price_too_high,,,,,,
2026-09-17,,111015,东亚转债,135.948,7.11,143.06,-4.86,2.803,6.662,14055.7,15.5,A+,605177,东亚药业,25.74,3.87,1.73,,,price_too_high,,,,,,
2026-09-17,,113631,皖天转债,133.752,13.23,146.98,-14.7,1.143,5.958,3317.32,4.18,AA+,603689,皖天然气,7.69,0.39,1.07,,,price_too_high,,,,,,
2026-09-17,,113681,镇洋转债,137.289,10.54,147.83,-4.26,3.285,5.476,3046.73,4.05,AA-,603213,镇洋发展,13.6,-1.23,3.25,,,price_too_high,,,,,,
2026-09-17,,123160,泰福转债,171.001,11.88,182.88,-16.58,2.033,2.314,212596.57,524.95,A,300992,泰福泵业,30.11,5.87,3.13,,,price_too_high,,,,,,
2026-09-17,,123207,冠中转债,198.501,10.88,209.38,-16.7,2.844,1.455,9646.44,33.11,A-,300948,冠中生态,18.69,-0.37,3.06,,,price_too_high,,,,,,
2026-09-17,,127080,声迅转债,224.499,7.09,231.59,-24.63,2.288,2.793,86498.15,138.59,A,003004,声迅股份,60.67,0.6,7.19,,,price_too_high,,,,,,
