代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123285,润禾转02,100.0,0.0,300727,润禾材料,33.5,5.68,4.46,31.1,107.72,-7.16,A+,21.77,40.43,6.8,2032-09-09,5.986,3.7,0.0,0.0,2.83,92.84
123258,胜蓝转02,253.703,2.05,300843,胜蓝股份,139.24,5.09,13.21,54.36,256.14,-0.95,AA-,38.052,70.668,2.0,2031-08-28,,4.486,193384.39,173.78,,252.75
110077,洪城转债,204.912,-0.33,600461,洪城环境,9.06,-0.33,1.17,4.41,205.44,-0.26,AA+,3.087,5.733,4.4,2026-11-20,0.178,5.279,6546.82,6.05,-264.22,204.65
127116,瑞鹄转02,100.0,0.0,002997,瑞鹄模具,29.14,-0.34,2.3,29.18,99.86,0.14,AA,20.426,37.934,11.2,2032-09-16,6.003,6.86,0.0,0.0,1.85,100.14
113046,金田转债,130.891,0.87,601609,金田股份,13.22,3.12,2.21,10.18,129.86,0.79,AA+,7.126,13.234,6.6,2027-03-22,0.512,14.991,17534.58,8.95,-31.16,131.68
132026,G三峡EB2,136.48,-0.23,600900,长江电力,28.46,-0.14,3.22,21.2,134.25,1.69,AAA,14.84,27.56,1.4,2027-06-01,0.707,94.986,3295.73,0.25,-29.55,138.17
113042,上银转债,117.936,0.08,601229,上海银行,9.61,-0.62,0.51,8.35,115.09,2.47,AAA,,10.855,14.6,2027-01-25,0.359,199.774,16123.67,0.69,-14.02,120.41
113605,大参转债,111.915,-0.65,603233,大参林,18.22,-0.87,2.68,16.86,108.07,3.56,AA,11.802,21.918,6.8,2026-10-22,0.099,14.044,6371.44,4.05,-17.84,115.48
128138,侨银转债,131.55,0.57,002973,侨银股份,13.3,6.31,2.11,10.6,125.47,4.84,A+,7.42,13.78,9.9,2026-11-17,0.17,4.199,8245.98,14.97,-7.05,136.39
127080,声迅转债,219.0,1.24,003004,声迅股份,60.31,1.12,7.15,28.94,208.4,5.09,A,20.258,37.622,6.7,2028-12-30,2.29,2.793,113006.1,183.09,-23.77,224.09
123091,长海转债,139.0,-0.23,300196,长海股份,19.53,-1.51,1.65,14.79,132.05,5.26,AA,10.353,19.227,11.3,2026-12-23,0.269,5.46,72558.96,95.13,-75.79,144.26
113056,重银转债,126.193,-0.38,601963,重庆银行,11.04,-0.99,0.59,9.22,119.74,5.39,AAA,,11.986,51.5,2028-03-23,1.518,115.622,12938.27,0.89,-7.4,131.58
113062,常银转债,128.147,-0.14,601128,常熟银行,6.35,-0.63,0.69,5.25,120.95,5.95,AAA,,6.825,25.9,2028-09-15,2.0,59.994,7627.77,0.99,-8.13,134.1
127047,帝欧转债,136.315,0.42,002798,帝欧水华,6.56,0.61,1.89,5.1,128.63,5.98,BBB+,3.57,6.63,13.7,2027-10-25,1.107,4.654,3050.06,4.81,-13.07,142.3
111000,起帆转债,140.026,-0.01,605222,起帆电缆,22.77,-0.35,1.91,17.29,131.7,6.33,AA-,12.103,22.477,10.6,2027-05-24,0.685,9.991,19767.13,14.11,-26.1,146.36
127061,美锦转债,111.726,-0.27,000723,美锦能源,3.64,0.0,1.29,3.47,104.9,6.51,A,2.429,4.511,17.3,2028-04-20,1.595,27.742,4736.19,1.53,4.93,118.24
123243,严牌转债,248.0,7.57,301081,严牌股份,16.76,3.01,3.42,7.22,232.13,6.84,A+,5.054,9.386,6.8,2030-07-10,3.816,2.558,79478.35,129.11,-17.86,254.84
113043,财通转债,112.56,0.94,601108,财通证券,8.4,3.07,0.99,7.98,105.26,6.93,AAA,,10.374,9.7,2026-12-10,0.233,37.992,13588.73,3.2,-25.33,119.49
128134,鸿路转债,112.899,0.11,002541,鸿路钢构,18.28,0.61,1.26,17.49,104.52,8.02,AA,12.243,22.737,13.7,2026-10-09,0.063,12.849,4596.96,3.19,-42.58,120.92
113681,镇洋转债,137.742,0.65,603213,镇洋发展,13.77,2.38,3.29,10.95,125.75,9.53,AA-,7.665,14.235,8.9,2029-12-29,3.288,5.476,2723.31,3.63,-4.36,147.27
111015,东亚转债,134.641,-0.23,605177,东亚药业,24.78,-0.48,1.67,20.28,122.19,10.19,A+,14.196,26.364,23.7,2029-07-06,2.806,6.662,10845.59,12.16,-4.52,144.83
