snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-09,,110077,洪城转债,202.842,-0.16,202.68,-235.32,0.197,5.566,7049.28,6.24,AA+,600461,洪城环境,8.96,0.34,1.15,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-09,,113615,金诚转债,804.208,8.33,812.54,-302.12,0.288,4.958,62329.53,15.87,AA,603979,金诚信,82.55,2.67,4.16,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-09,,132026,G三峡EB2,135.277,2.26,137.54,-27.8,0.726,94.986,5979.13,0.47,AAA,600900,长江电力,28.05,0.65,3.18,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,123112,万讯转债,139.001,-0.14,138.86,,,1.092,58419.8,374.02,AA-,300112,万讯自控,8.95,-8.95,2.7,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,111000,起帆转债,143.344,5.78,149.12,-28.08,0.704,9.991,87382.12,60.77,AA-,605222,起帆电缆,23.43,6.11,1.97,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,123207,冠中转债,207.4,7.03,214.43,-17.86,2.866,1.455,6961.84,23.02,A-,300948,冠中生态,20.23,-2.03,3.31,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,123258,胜蓝转02,236.944,3.36,240.3,-13.32,4.97,4.497,84838.91,77.88,AA-,300843,胜蓝股份,124.61,-0.91,11.82,已满足强赎条件,,price_too_high|redeem_risk,,,,,,
2026-09-09,,123213,天源转债,276.2,11.61,287.81,-26.37,2.885,3.26,26115.88,28.81,AA-,301127,武汉天源,17.57,1.56,3.39,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,118058,微导转债,341.86,10.25,352.11,-20.27,4.91,11.698,82810.35,20.13,AA,688147,微导纳米,103.22,0.16,15.5,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-09,,123245,集智转债,344.99,9.67,354.66,-23.85,3.932,1.537,52218.54,97.48,A,300553,集智股份,56.81,-1.81,7.46,公告不强赎,,price_too_high|redeem_risk,,,,,,
