代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113066,平煤转债,139.361,-0.07,601666,平煤股份,9.65,-4.08,0.95,7.46,129.36,7.73,AAA,5.222,9.698,6.0,2029-03-16,2.54,14.274,27479.01,13.75,-9.09,147.09
123207,冠中转债,221.7,-1.65,300948,冠中生态,21.4,-0.83,3.5,10.44,204.98,8.16,A-,7.308,13.572,4.4,2029-07-21,2.888,1.455,10126.47,31.29,-19.64,229.86
113681,镇洋转债,139.094,-0.33,603213,镇洋发展,14.04,-0.57,3.36,10.95,128.22,8.48,AA-,7.665,14.235,8.8,2029-12-29,3.329,5.476,2519.6,3.3,-4.59,147.57
127030,盛虹转债,119.942,-0.83,000301,东方盛虹,14.45,-1.03,2.46,13.21,109.39,9.65,AA+,9.247,17.173,5.2,2027-03-22,0.553,49.974,25767.01,4.29,-17.99,129.59
128138,侨银转债,130.999,-0.08,002973,侨银股份,12.57,-0.55,2.0,10.6,118.59,10.47,A+,7.42,13.78,10.5,2026-11-17,0.211,4.199,4732.3,8.6,-3.66,141.47
127080,声迅转债,276.2,-1.95,003004,声迅股份,72.24,-1.81,8.57,28.94,249.62,10.65,A,20.258,37.622,5.6,2028-12-30,2.332,2.793,20237.96,25.94,-30.75,286.85
123283,丰茂转债,100.0,0.0,301459,丰茂股份,32.08,0.82,2.62,35.59,90.14,10.94,AA-,24.913,46.267,72.6,2032-08-17,5.964,6.075,0.0,0.0,2.2,110.94
127047,帝欧转债,140.015,0.95,002798,帝欧水华,6.35,5.31,1.83,5.1,124.51,12.45,BBB+,3.57,6.63,14.2,2027-10-25,1.148,4.654,3986.36,6.14,-14.67,152.47
113058,友发转债,132.748,-0.12,601686,友发集团,5.27,1.54,1.1,4.48,117.63,12.85,AA,3.136,5.824,23.9,2028-03-30,1.578,18.638,5013.75,2.02,-9.4,145.6
111000,起帆转债,139.467,-0.09,605222,起帆电缆,21.28,1.19,1.79,17.29,123.08,13.32,AA-,12.103,22.477,11.4,2027-05-24,0.726,9.991,10712.29,7.67,-24.16,152.79
128136,立讯转债,116.523,-1.04,002475,立讯精密,56.92,-1.21,4.71,55.67,102.25,13.96,AA+,38.969,72.371,0.7,2026-11-03,0.173,29.817,6794.93,1.95,-43.05,130.48
113631,皖天转债,137.127,0.03,603689,皖天然气,7.82,0.9,1.09,6.51,120.12,14.16,AA+,4.557,8.463,14.6,2027-11-08,1.186,5.958,3534.74,4.32,-16.0,151.29
123091,长海转债,128.17,-1.85,300196,长海股份,16.81,-3.11,1.42,14.99,112.14,14.29,AA,10.493,19.487,13.1,2026-12-23,0.31,5.461,12112.66,17.23,-43.67,142.46
