代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113056,重银转债,127.083,-0.59,601963,重庆银行,11.35,-0.87,0.61,9.22,123.1,3.23,AAA,,11.986,50.1,2028-03-23,1.556,115.622,25639.31,1.74,-7.65,130.31
110081,闻泰转债,107.162,0.07,600745,*ST闻泰,18.76,1.24,0.98,18.36,102.18,4.88,BBB+,12.852,23.868,29.1,2027-07-28,0.901,72.051,22455.69,2.9,0.87,112.04
113605,大参转债,113.426,-0.85,603233,大参林,18.08,-1.79,2.66,16.86,107.24,5.77,AA,11.802,21.918,6.8,2026-10-22,0.137,14.044,3869.24,2.42,-22.51,119.2
113062,常银转债,128.812,-0.3,601128,常熟银行,6.34,-0.16,0.69,5.25,120.76,6.67,AAA,,6.825,25.9,2028-09-15,2.038,59.994,8013.69,1.04,-7.86,135.48
113615,金诚转债,759.627,-2.15,603979,金诚信,78.84,-4.09,3.97,11.12,708.99,7.14,AA,7.784,14.456,1.0,2026-12-23,0.307,4.958,37783.1,10.1,-280.36,766.77
123207,冠中转债,222.807,0.5,300948,冠中生态,21.64,1.12,3.54,10.44,207.28,7.49,A-,7.308,13.572,4.3,2029-07-21,2.885,1.455,28459.18,87.16,-19.8,230.3
128138,侨银转债,131.08,0.06,002973,侨银股份,12.78,1.67,2.03,10.6,120.57,8.72,A+,7.42,13.78,10.3,2026-11-17,0.208,4.199,5960.91,10.83,-4.01,139.8
113681,镇洋转债,138.866,-0.16,603213,镇洋发展,13.98,-0.43,3.34,10.95,127.67,8.77,AA-,7.665,14.235,8.8,2029-12-29,3.326,5.476,2497.6,3.28,-4.55,147.64
113043,财通转债,118.3,-0.32,601108,财通证券,8.66,-2.7,1.02,7.98,108.52,9.01,AAA,,10.374,9.4,2026-12-10,0.271,37.992,8590.71,1.91,-38.72,127.31
118058,微导转债,377.705,-20.0,688147,微导纳米,115.35,-4.42,17.32,33.29,346.5,9.01,AA,23.303,43.277,2.2,2031-08-06,4.929,11.698,272402.45,60.01,-21.81,386.72
127080,声迅转债,275.001,-0.43,003004,声迅股份,72.73,0.68,8.62,28.94,251.31,9.43,A,20.258,37.622,5.6,2028-12-30,2.329,2.793,23009.91,29.84,-30.65,284.43
113066,平煤转债,138.564,-0.57,601666,平煤股份,9.39,-2.69,0.92,7.46,125.87,10.08,AAA,5.222,9.698,6.2,2029-03-16,2.537,14.274,18831.66,9.5,-8.89,148.64
123283,丰茂转债,100.0,0.0,301459,丰茂股份,32.16,0.25,2.62,35.59,90.36,10.67,AA-,24.913,46.267,72.4,2032-08-17,5.962,6.075,0.0,0.0,2.2,110.67
127047,帝欧转债,139.8,-0.15,002798,帝欧水华,6.38,0.47,1.83,5.1,125.1,11.75,BBB+,3.57,6.63,14.1,2027-10-25,1.145,4.654,2916.99,4.49,-14.58,151.55
111000,起帆转债,138.018,-1.04,605222,起帆电缆,21.18,-0.47,1.78,17.29,122.5,12.67,AA-,12.103,22.477,11.4,2027-05-24,0.723,9.991,8894.17,6.41,-23.06,150.69
123258,胜蓝转02,262.4,-20.0,300843,胜蓝股份,126.4,-0.47,11.99,54.36,232.52,12.85,AA-,38.052,70.668,2.2,2031-08-28,4.989,4.498,200994.71,162.91,-15.04,275.25
113058,友发转债,132.649,-0.07,601686,友发集团,5.26,-0.19,1.1,4.48,117.41,12.98,AA,3.136,5.824,23.9,2028-03-30,1.575,18.638,4960.93,2.01,-9.37,145.63
128136,立讯转债,116.0,-0.45,002475,立讯精密,57.08,0.28,4.72,55.67,102.53,13.13,AA+,38.969,72.371,0.7,2026-11-03,0.17,29.817,11001.15,3.18,-41.27,129.13
113631,皖天转债,136.771,-0.26,603689,皖天然气,7.85,0.38,1.1,6.51,120.58,13.42,AA+,4.557,8.463,14.5,2027-11-08,1.184,5.958,3351.13,4.11,-15.84,150.19
