代码,名称,现价,正股代码,正股名称,规模,剩余规模,转股起始日,最后交易日,到期日,转股价,强赎触发比,强赎触发价,正股价,强赎价,强赎天计数,强赎条款,强赎状态
123122,富瀚转债,130.45,300613,富瀚微,5.812,5.801,2022-02-14,,2027-08-06,91.5,130,118.95,78.48,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的%(含 130%),
123119,康泰转2,123.1,300601,康泰生物,20.0,19.99,2022-01-21,,2027-07-15,15.69,130,20.397,12.93,,0/15 | 30,如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格超过当期转股价格的130%(含 130%),
123124,晶瑞转2,138.858,300655,晶瑞电材,5.23,5.224,2022-02-21,,2027-08-16,12.79,130,16.627,12.88,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%(含 130%),
123133,佩蒂转债,130.459,300673,佩蒂股份,7.2,7.198,2022-06-28,,2027-12-22,15.0,130,19.5,13.65,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123138,丝路转债,127.808,300556,丝路视觉,2.4,2.393,2022-09-08,,2028-03-02,26.53,130,34.489,16.96,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123157,科蓝转债,139.604,300663,科蓝软件,4.946,2.34,2023-03-06,,2028-08-30,8.8,130,11.44,8.72,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123237,佳禾转债,138.338,300793,佳禾智能,10.04,4.314,2024-07-10,,2030-01-04,13.46,130,17.498,11.89,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127083,山路转债,117.913,000498,山东路桥,48.36,48.359,2023-10-09,,2029-03-24,7.42,130,9.646,5.02,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
127082,亚科转债,135.698,002540,亚太科技,11.59,11.585,2023-09-15,,2029-03-09,5.22,130,6.786,5.25,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127084,柳工转2,140.5,000528,柳工,30.0,24.809,2023-10-09,,2029-03-27,6.98,130,9.074,7.95,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含）,
127085,韵达转债,121.8,002120,韵达股份,24.5,24.499,2023-10-17,,2029-04-11,11.53,130,14.989,6.91,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127093,章鼓转债,129.609,002598,ST章鼓,2.43,2.425,2024-04-23,,2029-10-17,8.3,130,10.79,7.07,,0/15 | 30,如果公司股票任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127089,晶澳转债,121.33,002459,晶澳科技,89.603,89.588,2024-01-24,,2029-07-18,8.9,130,11.57,7.03,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127072,博实转债,135.51,002698,博实股份,4.5,4.498,2023-03-28,,2028-09-22,14.81,130,19.253,12.51,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
127069,小熊转债,128.07,002959,小熊电器,5.36,5.041,2023-02-20,,2028-08-12,43.71,130,56.823,33.1,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127061,美锦转债,114.96,000723,美锦能源,35.9,27.856,2022-10-26,,2028-04-20,3.47,130,4.511,3.99,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127060,湘佳转债,129.805,002982,湘佳股份,6.4,6.399,2022-10-25,,2028-04-19,13.8,130,17.94,12.99,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）；,
127062,垒知转债,124.05,002398,垒知集团,3.963,3.957,2022-10-27,,2028-04-21,7.56,130,9.828,4.28,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127064,杭氧转债,143.418,002430,杭氧股份,11.37,11.364,2022-11-25,,2028-05-19,25.67,130,33.371,26.89,,0/15 | 30,如果公司 A 股股票连续 30 个交易日中至少有15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127068,顺博转债,123.99,002996,顺博合金,8.3,8.3,2023-02-20,,2028-08-12,10.0,130,13.0,6.37,,0/15 | 30,如果公司股票任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%,
127095,广泰转债,146.555,002111,威海广泰,7.0,6.927,2024-04-24,,2029-10-18,8.83,130,11.479,9.82,,0/15 | 30,如果公司股票连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127098,欧晶转债,123.499,001269,欧晶科技,4.7,4.693,2024-05-30,,2029-11-24,42.0,130,54.6,19.52,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
127112,尚太转债,155.9,001301,尚太科技,17.34,17.339,2026-07-22,,2032-01-16,60.02,130,78.026,56.96,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）,
127111,金威转债,140.599,002626,金达威,12.924,12.924,2026-02-26,,2031-08-20,19.19,130,24.947,16.91,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含本数）；,
128135,洽洽转债,114.741,002557,洽洽食品,13.4,13.398,2021-04-26,,2026-10-20,54.95,130,71.435,19.0,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
128136,立讯转债,116.523,002475,立讯精密,30.0,29.817,2021-05-10,,2026-11-03,55.67,130,72.371,56.92,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
128142,新乳转债,112.076,002946,新乳业,7.18,7.178,2021-06-24,,2026-12-18,17.5,130,22.75,15.21,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含130%),
128138,侨银转债,130.999,002973,侨银股份,4.2,4.199,2021-05-24,,2026-11-17,10.6,130,13.78,12.57,,0/15 | 30,如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含130%),
127110,广核转债,137.706,003816,中国广核,49.0,48.992,2026-01-15,,2031-07-09,3.58,130,4.654,4.31,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127108,太能转债,124.001,000591,太阳能,29.5,29.498,2025-10-09,,2031-03-28,5.54,130,7.202,4.33,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
127102,浙建转债,121.8,002761,浙江建投,10.0,9.951,2024-07-01,,2029-12-25,10.17,130,13.221,7.46,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127099,盛航转债,135.829,001205,盛航股份,7.4,4.541,2024-06-12,,2029-12-06,15.33,130,19.929,14.71,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127103,东南转债,139.5,002135,东南网架,20.0,19.999,2024-07-09,,2030-01-03,5.59,130,7.267,6.6,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127104,姚记转债,144.907,002605,姚记科技,5.831,5.822,2024-07-31,,2030-01-24,19.58,130,25.454,17.59,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
127105,龙星转债,133.547,002442,龙星科技,7.54,7.534,2024-08-07,,2030-01-31,5.8,130,7.54,5.36,,0/15 | 30,如果公司 A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
127059,永东转2,130.942,002753,永东股份,3.8,3.79,2022-10-14,,2028-04-08,8.11,130,10.543,6.88,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127056,中特转债,127.441,000708,中信特钢,50.0,49.996,2022-09-05,,2028-02-25,13.89,130,18.057,13.67,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123257,安克转债,159.701,300866,安克创新,11.048,11.046,2025-12-22,,2031-06-16,106.72,130,138.736,128.4,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123253,永贵转债,134.982,300351,永贵电器,9.8,9.797,2025-09-19,,2031-03-13,18.19,130,23.647,14.48,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123260,卓镁转债,143.456,301398,星源卓镁,4.5,4.499,2026-05-13,,2031-11-07,52.15,130,67.795,35.37,,0/15 | 30,如果发行人股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123262,神宇转债,133.032,300563,神宇股份,5.0,4.999,2026-06-17,,2031-12-11,38.62,130,50.206,26.12,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）。,
123264,双乐转债,124.186,301036,双乐股份,8.0,8.0,2026-07-06,,2031-12-26,36.4,130,47.32,23.06,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123263,鼎捷转债,155.8,300378,鼎捷数智,8.28,8.275,2026-06-22,,2031-12-15,43.42,130,56.446,39.56,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123252,银邦转债,135.666,300337,银邦股份,7.85,7.846,2025-07-14,,2031-01-06,12.5,130,16.25,10.21,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123250,嘉益转债,124.369,301004,嘉益股份,3.979,3.955,2025-05-13,,2030-11-07,79.66,130,103.558,36.07,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日收盘价格不低于当期转股价格的 130%（含 130%）；,
123224,宇邦转债,139.5,301266,宇邦新材,5.0,2.848,2024-03-25,,2029-09-19,28.17,130,36.621,24.97,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123223,九典转02,133.5,300705,九典制药,3.6,2.052,2024-03-21,,2029-09-15,14.55,130,18.915,11.23,,0/15 | 30,如果公司 A 股股票在任何连续 30 个交易日中至少 15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123225,翔丰转债,139.8,300890,翔丰华,8.0,5.585,2024-04-16,,2029-10-10,27.34,130,35.542,26.73,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123229,艾录转债,131.74,301062,上海艾录,5.0,1.779,2024-04-29,,2029-10-23,9.95,130,12.935,7.4,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
118052,浩瀚转债,139.179,688292,浩瀚深度,3.54,3.539,2025-09-19,,2031-03-13,24.2,130,31.46,18.18,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
