代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123243,严牌转债,256.2,5.43,301081,严牌股份,17.55,4.65,3.59,7.22,243.08,5.4,A+,5.054,9.386,6.5,2030-07-10,3.811,2.558,107790.56,167.47,-18.59,261.6
113043,财通转债,112.114,0.55,601108,财通证券,8.44,0.72,0.99,7.98,105.76,6.0,AAA,,10.374,9.7,2026-12-10,0.227,37.992,8427.0,1.98,-24.27,118.11
113056,重银转债,125.471,-0.4,601963,重庆银行,10.9,-1.18,0.59,9.22,118.22,6.13,AAA,,11.986,52.1,2028-03-23,1.512,115.622,19484.47,1.34,-7.07,131.6
123245,集智转债,403.605,1.66,300553,集智股份,68.68,4.09,9.01,18.06,380.29,6.13,A,12.642,23.478,2.6,2030-08-14,3.907,1.537,109528.2,178.44,-27.01,409.74
111000,起帆转债,137.563,-0.7,605222,起帆电缆,22.39,-0.75,1.88,17.29,129.5,6.23,AA-,12.103,22.477,10.8,2027-05-24,0.68,9.991,12764.24,9.22,-24.14,143.79
118058,微导转债,389.64,3.08,688147,微导纳米,122.0,5.46,18.32,33.29,366.48,6.32,AA,23.303,43.277,2.1,2031-08-06,4.885,11.698,174916.59,38.6,-22.48,395.96
127061,美锦转债,110.065,-0.52,000723,美锦能源,3.59,-0.28,1.27,3.47,103.46,6.39,A,2.429,4.511,17.6,2028-04-20,1.589,27.742,7815.38,2.56,5.96,116.46
113062,常银转债,128.025,0.02,601128,常熟银行,6.27,-0.79,0.68,5.25,119.43,7.2,AAA,,6.825,26.2,2028-09-15,1.995,59.994,5348.03,0.7,-8.1,135.23
127116,瑞鹄转02,100.0,0.0,002997,瑞鹄模具,26.66,-0.04,2.11,29.18,91.36,9.45,AA,20.426,37.934,12.3,2032-09-16,6.0,6.86,0.0,0.0,1.85,109.45
110081,闻泰转债,100.783,0.05,600745,*ST闻泰,16.74,1.45,0.87,18.36,91.18,10.54,BBB-,12.852,23.868,32.3,2027-07-28,0.858,71.5,10156.35,1.41,8.38,111.32
113615,金诚转债,729.517,0.18,603979,金诚信,73.33,0.18,3.69,11.12,659.44,10.63,AA,7.784,14.456,1.1,2026-12-23,0.263,4.958,32295.52,8.87,-325.19,740.15
111015,东亚转债,134.768,-0.87,605177,东亚药业,24.69,-4.08,1.66,20.28,121.75,10.7,A+,14.196,26.364,23.7,2029-07-06,2.8,6.662,15305.6,17.0,-4.56,145.47
123207,冠中转债,201.198,1.36,300948,冠中生态,18.95,1.39,3.1,10.44,181.51,10.84,A-,7.308,13.572,4.9,2029-07-21,2.841,1.455,14783.92,50.66,-17.11,212.04
113681,镇洋转债,136.909,-0.28,603213,镇洋发展,13.49,-0.81,3.23,10.95,123.2,11.13,AA-,7.665,14.235,9.1,2029-12-29,3.282,5.476,3015.18,4.02,-4.19,148.04
127080,声迅转债,236.809,5.48,003004,声迅股份,61.14,0.77,7.25,28.94,211.27,12.09,A,20.258,37.622,6.6,2028-12-30,2.285,2.793,94670.31,146.44,-26.42,248.9
123076,强力转债,124.001,1.68,300429,强力新材,11.64,1.39,3.29,10.6,109.81,12.92,AA-,7.42,13.78,7.0,2026-11-19,0.17,3.388,5196.45,12.47,-53.09,136.92
113631,皖天转债,133.169,-0.44,603689,皖天然气,7.62,-0.91,1.06,6.51,117.05,13.77,AA+,4.557,8.463,14.9,2027-11-08,1.14,5.958,2776.89,3.5,-14.4,146.94
113058,友发转债,129.033,-0.17,601686,友发集团,5.08,-0.39,1.06,4.48,113.39,13.79,AA,3.136,5.824,24.8,2028-03-30,1.532,18.638,3466.84,1.44,-7.97,142.82
