代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113042,上银转债,115.546,-0.77,601229,上海银行,9.47,-0.63,0.5,8.35,113.41,1.88,AAA,,10.855,14.2,2027-01-25,0.34,192.16,28222.84,1.27,-9.03,117.43
132026,G三峡EB2,135.3,-0.13,600900,长江电力,28.08,0.21,3.18,21.2,132.45,2.17,AAA,14.84,27.56,1.4,2027-06-01,0.688,94.986,8986.11,0.7,-29.37,137.47
111000,起帆转债,134.337,-0.33,605222,起帆电缆,22.63,-0.22,1.9,17.29,130.89,2.64,AA-,12.103,22.477,10.7,2027-05-24,0.666,9.991,14243.49,10.6,-21.62,136.98
123243,严牌转债,243.35,0.27,301081,严牌股份,16.91,-0.35,3.46,7.22,234.21,3.9,A+,5.054,9.386,6.7,2030-07-10,3.797,2.558,34747.68,55.69,-17.53,247.25
113605,大参转债,110.997,0.06,603233,大参林,17.97,1.24,2.65,16.86,106.58,4.14,AA,11.802,21.918,6.9,2026-10-22,0.08,14.043,4914.1,3.15,-11.71,115.14
113043,财通转债,112.178,-0.91,601108,财通证券,8.56,-0.47,1.01,7.98,107.27,4.58,AAA,,10.374,9.6,2026-12-10,0.214,37.992,13047.76,3.06,-26.1,116.76
123091,长海转债,137.727,-0.49,300196,长海股份,19.33,-1.58,1.64,14.79,130.7,5.38,AA,10.353,19.227,11.4,2026-12-23,0.249,5.459,23352.69,30.86,-78.69,143.11
123207,冠中转债,198.84,-0.43,300948,冠中生态,19.66,-1.21,3.22,10.44,188.31,5.59,A-,7.308,13.572,4.8,2029-07-21,2.827,1.455,18234.5,62.3,-16.84,204.43
113056,重银转债,124.201,-0.94,601963,重庆银行,10.81,-1.1,0.58,9.22,117.25,5.93,AAA,,11.986,52.6,2028-03-23,1.499,115.622,16688.62,1.16,-6.49,130.13
113615,金诚转债,727.864,0.16,603979,金诚信,76.04,1.55,3.83,11.12,683.81,6.44,AA,7.784,14.456,1.0,2026-12-23,0.249,4.958,34092.94,9.42,-343.12,734.3
127061,美锦转债,108.182,-1.72,000723,美锦能源,3.52,-4.09,1.24,3.47,101.44,6.65,A,2.429,4.511,17.9,2028-04-20,1.575,27.742,7326.18,2.43,7.2,114.83
123245,集智转债,398.0,1.53,300553,集智股份,67.25,1.43,8.83,18.06,372.37,6.88,A,12.642,23.478,2.7,2030-08-14,3.893,1.537,40337.84,66.25,-26.83,404.88
118035,国力转债,146.492,-0.59,688103,国力电子,84.72,2.49,7.01,62.31,135.97,7.74,A+,43.617,81.003,5.9,2029-06-12,2.721,4.799,33574.29,47.29,-7.67,154.23
118058,微导转债,373.471,-1.11,688147,微导纳米,115.4,-0.09,17.33,33.29,346.65,7.74,AA,23.303,43.277,2.2,2031-08-06,4.871,11.698,92224.29,20.95,-21.85,381.21
113062,常银转债,127.093,-0.74,601128,常熟银行,6.19,-0.96,0.67,5.25,117.91,7.79,AAA,,6.825,26.6,2028-09-15,1.981,59.994,15017.53,1.97,-7.81,134.88
113681,镇洋转债,136.113,-0.41,603213,镇洋发展,13.76,0.36,3.29,10.95,125.66,8.32,AA-,7.665,14.235,8.9,2029-12-29,3.269,5.476,2852.6,3.83,-4.03,144.43
123160,泰福转债,159.949,2.2,300992,泰福泵业,29.07,1.71,3.02,19.7,147.56,8.39,A,13.79,25.61,10.2,2028-09-28,2.016,2.314,45337.17,121.85,-13.84,168.34
128138,侨银转债,131.55,0.28,002973,侨银股份,12.86,2.06,2.04,10.6,121.32,8.43,A+,7.42,13.78,10.3,2026-11-17,0.151,4.199,4070.01,7.38,-7.97,139.98
110081,闻泰转债,101.332,-0.5,600745,*ST闻泰,17.1,-2.79,0.89,18.36,93.14,8.8,BBB-,12.852,23.868,31.7,2027-07-28,0.844,71.5,6691.45,0.92,7.82,110.13
