代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123285,润禾转02,100.0,0.0,300727,润禾材料,31.6,-1.0,4.21,31.1,101.61,-1.58,A+,21.77,40.43,7.2,2032-09-09,6.003,3.7,0.0,0.0,2.82,98.42
110077,洪城转债,202.842,-0.08,600461,洪城环境,8.96,0.34,1.15,4.41,203.18,-0.16,AA+,3.087,5.733,4.8,2026-11-20,0.197,5.566,7049.28,6.24,-235.32,202.68
123112,万讯转债,139.001,-9.04,300112,万讯自控,8.95,-8.95,2.7,6.43,139.19,-0.14,AA-,4.501,8.359,4.8,2027-04-08,,1.092,58419.8,374.02,,138.86
123243,严牌转债,228.301,6.17,301081,严牌股份,16.48,5.3,3.36,7.22,228.26,0.02,A+,5.054,9.386,7.0,2030-07-10,3.836,2.593,174940.43,297.9,-15.96,228.32
113046,金田转债,132.258,-1.89,601609,金田股份,13.27,-0.9,2.22,10.18,130.35,1.46,AA+,7.126,13.234,6.5,2027-03-22,0.532,14.992,21565.22,10.74,-31.66,133.72
127061,美锦转债,113.998,0.27,000723,美锦能源,3.89,0.26,1.38,3.47,112.1,1.69,A,2.429,4.511,16.2,2028-04-20,1.614,27.742,8597.84,2.73,3.55,115.69
132026,G三峡EB2,135.277,-0.01,600900,长江电力,28.05,0.65,3.18,21.2,132.31,2.26,AAA,14.84,27.56,1.4,2027-06-01,0.726,94.986,5979.13,0.47,-27.8,137.54
127047,帝欧转债,137.75,-0.62,002798,帝欧水华,6.85,-0.44,1.97,5.1,134.31,2.56,BBB+,3.57,6.63,13.1,2027-10-25,1.126,4.654,2918.72,4.55,-13.68,140.31
113042,上银转债,117.881,-0.11,601229,上海银行,9.59,0.42,0.51,8.35,114.85,2.64,AAA,,10.855,14.7,2027-01-25,0.378,199.774,23316.95,0.99,-13.2,120.52
123258,胜蓝转02,236.944,-3.19,300843,胜蓝股份,124.61,-0.91,11.82,54.36,229.23,3.36,AA-,38.052,70.668,2.2,2031-08-28,4.97,4.497,84838.91,77.88,-13.32,240.3
