代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113605,大参转债,113.076,-0.36,603233,大参林,18.28,0.22,2.69,16.86,108.42,4.29,AA,11.802,21.918,6.7,2026-10-22,0.118,14.044,3041.52,1.92,-23.63,117.37
128134,鸿路转债,117.6,-2.0,002541,鸿路钢构,19.68,-2.43,1.36,17.49,112.52,4.51,AA,12.243,22.737,12.9,2026-10-09,0.082,12.985,7890.44,5.17,-81.29,122.11
113056,重银转债,126.852,-0.03,601963,重庆银行,11.19,0.72,0.6,9.22,121.37,4.52,AAA,,11.986,50.8,2028-03-23,1.537,115.622,10363.03,0.71,-7.63,131.37
113062,常银转债,128.45,-0.72,601128,常熟银行,6.41,-0.47,0.7,5.25,122.1,5.2,AAA,,6.825,25.7,2028-09-15,2.019,59.994,6324.34,0.82,-7.8,133.65
111000,起帆转债,143.344,2.44,605222,起帆电缆,23.43,6.11,1.97,17.29,135.51,5.78,AA-,12.103,22.477,10.3,2027-05-24,0.704,9.991,87382.12,60.77,-28.08,149.12
123207,冠中转债,207.4,-0.95,300948,冠中生态,20.23,-2.03,3.31,10.44,193.77,7.03,A-,7.308,13.572,4.6,2029-07-21,2.866,1.455,6961.84,23.02,-17.86,214.43
127080,声迅转债,263.68,-5.73,003004,声迅股份,71.24,-6.81,8.45,28.94,246.16,7.12,A,20.258,37.622,5.7,2028-12-30,2.31,2.793,22367.89,29.67,-29.58,270.8
113066,平煤转债,138.847,-1.02,601666,平煤股份,9.65,2.66,0.95,7.46,129.36,7.34,AAA,5.222,9.698,6.0,2029-03-16,2.518,14.274,9868.88,4.95,-9.03,146.19
113615,金诚转债,804.208,2.68,603979,金诚信,82.55,2.67,4.16,11.12,742.36,8.33,AA,7.784,14.456,1.0,2026-12-23,0.288,4.958,62329.53,15.87,-302.12,812.54
113043,财通转债,115.333,-0.58,601108,财通证券,8.47,-0.59,1.0,7.98,106.14,8.66,AAA,,10.374,9.7,2026-12-10,0.252,37.992,9009.2,2.05,-32.46,123.99
128138,侨银转债,130.906,0.06,002973,侨银股份,12.74,2.66,2.02,10.6,120.19,8.92,A+,7.42,13.78,10.4,2026-11-17,0.189,4.199,4300.25,7.82,-3.72,139.83
113681,镇洋转债,137.851,-0.48,603213,镇洋发展,13.77,-0.07,3.29,10.95,125.75,9.62,AA-,7.665,14.235,8.9,2029-12-29,3.307,5.476,2177.17,2.88,-4.36,147.47
123245,集智转债,344.99,-1.32,300553,集智股份,56.81,-1.81,7.46,18.06,314.56,9.67,A,12.642,23.478,3.2,2030-08-14,3.932,1.537,52218.54,97.48,-23.85,354.66
123091,长海转债,125.521,-1.19,300196,长海股份,16.92,1.32,1.43,14.79,114.4,9.72,AA,10.353,19.227,13.1,2026-12-23,0.288,5.461,13196.6,19.0,-40.61,135.24
118058,微导转债,341.86,-3.26,688147,微导纳米,103.22,0.16,15.5,33.29,310.06,10.25,AA,23.303,43.277,2.4,2031-08-06,4.91,11.698,82810.35,20.13,-20.27,352.11
123160,泰福转债,146.5,-2.07,300992,泰福泵业,26.13,-1.32,2.71,19.7,132.64,10.45,A,13.79,25.61,11.4,2028-09-28,2.055,2.315,3229.29,9.45,-9.74,156.95
113631,皖天转债,135.098,-0.74,603689,皖天然气,7.92,0.38,1.11,6.51,121.66,11.05,AA+,4.557,8.463,14.4,2027-11-08,1.164,5.958,3000.82,3.72,-15.18,146.15
128136,立讯转债,111.745,-0.71,002475,立讯精密,55.86,1.45,4.62,55.67,100.34,11.36,AA+,38.969,72.371,0.7,2026-11-03,0.151,29.816,25335.23,7.59,-22.66,123.11
127030,盛虹转债,119.49,-0.04,000301,东方盛虹,14.16,-0.28,2.41,13.21,107.19,11.47,AA+,9.247,17.173,5.3,2027-03-22,0.532,49.974,7204.73,1.21,-18.09,130.96
123213,天源转债,276.2,-0.93,301127,武汉天源,17.57,1.56,3.39,7.1,247.47,11.61,AA-,4.97,9.23,2.8,2029-07-28,2.885,3.26,26115.88,28.81,-26.37,287.81
