代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123112,万讯转债,137.016,1.49,300112,万讯自控,8.79,1.15,2.59,6.43,136.7,0.23,AA-,4.501,8.359,5.9,2027-04-08,,1.301,194754.53,1033.86,,137.25
123243,严牌转债,220.995,-0.55,301081,严牌股份,15.92,0.13,3.25,7.22,220.5,0.23,A+,5.054,9.386,7.3,2030-07-10,3.849,2.607,56225.52,95.58,-15.19,221.23
110077,洪城转债,203.561,-0.91,600461,洪城环境,8.92,-0.67,1.15,4.41,202.27,0.64,AA+,3.087,5.733,5.0,2026-11-20,0.211,5.837,5340.4,4.47,-220.76,204.2
132026,G三峡EB2,137.075,-0.17,600900,长江电力,28.42,-0.07,3.22,21.2,134.06,2.27,AAA,14.84,27.56,1.4,2027-06-01,0.74,94.986,16487.34,1.26,-28.7,139.35
128134,鸿路转债,120.85,0.47,002541,鸿路钢构,20.65,2.08,1.42,17.49,118.07,2.36,AA,12.243,22.737,12.4,2026-10-09,0.096,13.115,17251.72,10.84,-96.33,123.21
113042,上银转债,118.003,0.25,601229,上海银行,9.61,0.1,0.51,8.35,115.09,2.53,AAA,,10.855,14.6,2027-01-25,0.392,199.774,26117.57,1.11,-12.98,120.53
113605,大参转债,114.509,0.33,603233,大参林,18.79,1.51,2.77,16.86,111.45,2.75,AA,11.802,21.918,6.6,2026-10-22,0.132,14.044,5247.66,3.26,-30.57,117.26
113056,重银转债,127.53,0.1,601963,重庆银行,11.34,0.71,0.61,9.22,122.99,3.69,AAA,,11.986,50.1,2028-03-23,1.551,115.622,13995.11,0.95,-7.89,131.22
113046,金田转债,136.02,-1.77,601609,金田股份,13.34,-3.4,2.23,10.18,131.04,3.8,AA+,7.126,13.234,6.5,2027-03-22,0.545,14.992,14539.63,7.08,-35.09,139.82
127061,美锦转债,113.5,0.29,000723,美锦能源,3.78,0.53,1.34,3.47,108.93,4.19,A,2.429,4.511,16.7,2028-04-20,1.627,27.742,7019.72,2.23,3.8,117.69
123258,胜蓝转02,236.0,-7.63,300843,胜蓝股份,122.59,-4.67,11.63,54.36,225.52,4.65,AA-,38.052,70.668,2.3,2031-08-28,4.984,4.498,117375.3,105.63,-13.21,240.65
113062,常银转债,129.095,0.22,601128,常熟银行,6.42,0.78,0.7,5.25,122.29,5.57,AAA,,6.825,25.6,2028-09-15,2.033,59.994,8384.57,1.08,-7.98,134.67
123207,冠中转债,214.788,-1.29,300948,冠中生态,21.02,-0.38,3.44,10.44,201.34,6.68,A-,7.308,13.572,4.5,2029-07-21,2.88,1.455,17870.12,55.76,-18.79,221.47
127080,声迅转债,277.6,0.44,003004,声迅股份,75.25,2.45,8.92,28.94,260.02,6.76,A,20.258,37.622,5.4,2028-12-30,2.323,2.793,26579.51,34.23,-30.99,284.36
127047,帝欧转债,139.614,-0.13,002798,帝欧水华,6.62,0.15,1.9,5.1,129.8,7.56,BBB+,3.57,6.63,13.6,2027-10-25,1.14,4.654,5895.51,9.06,-14.55,147.17
127030,盛虹转债,119.718,-0.21,000301,东方盛虹,14.62,-0.75,2.49,13.21,110.67,8.17,AA+,9.247,17.173,5.2,2027-03-22,0.545,49.974,11762.7,1.96,-17.95,127.89
113615,金诚转债,774.856,-1.12,603979,金诚信,79.54,-0.23,4.0,11.12,715.29,8.33,AA,7.784,14.456,1.0,2026-12-23,0.301,4.958,28232.03,7.27,-286.49,783.19
110081,闻泰转债,107.249,0.4,600745,*ST闻泰,18.13,0.17,0.95,18.36,98.75,8.61,BBB+,12.852,23.868,30.0,2027-07-28,0.896,71.698,12556.03,1.63,0.78,115.86
113043,财通转债,119.358,0.13,601108,财通证券,8.75,-0.11,1.03,7.98,109.65,8.85,AAA,,10.374,9.4,2026-12-10,0.266,37.992,11705.63,2.57,-42.55,128.21
113681,镇洋转债,138.49,-0.18,603213,镇洋发展,13.85,-1.49,3.31,10.95,126.48,9.49,AA-,7.665,14.235,8.9,2029-12-29,3.321,5.476,2527.11,3.33,-4.47,147.98
128138,侨银转债,130.909,-0.14,002973,侨银股份,12.65,-1.79,2.01,10.6,119.34,9.69,A+,7.42,13.78,10.5,2026-11-17,0.203,4.199,4300.71,7.82,-3.47,140.6
113066,平煤转债,139.211,0.53,601666,平煤股份,9.3,-0.85,0.91,7.46,124.67,11.67,AAA,5.222,9.698,6.2,2029-03-16,2.532,14.274,11514.08,5.8,-9.07,150.88
123283,丰茂转债,100.0,0.0,301459,丰茂股份,31.86,-1.18,2.6,35.59,89.52,11.71,AA-,24.913,46.267,73.1,2032-08-17,5.956,6.075,0.0,0.0,2.21,111.71
118058,微导转债,340.182,-3.95,688147,微导纳米,100.89,-6.12,15.15,33.29,303.06,12.25,AA,23.303,43.277,2.5,2031-08-06,4.923,11.698,116899.54,28.31,-20.13,352.43
111000,起帆转债,137.011,-0.52,605222,起帆电缆,21.09,-0.85,1.77,17.29,121.98,12.32,AA-,12.103,22.477,11.5,2027-05-24,0.718,9.991,9652.11,6.98,-22.38,149.33
127110,广核转债,137.479,-0.18,003816,中国广核,4.37,-0.68,1.78,3.58,122.07,12.63,AAA,2.506,4.654,2.9,2031-07-09,4.847,48.992,12734.21,1.89,-4.56,150.11
123247,万凯转债,208.5,-1.6,301216,万凯新材,20.6,-0.39,1.82,11.15,184.75,12.85,AA,7.805,14.495,17.5,2030-08-16,3.951,19.642,61541.24,14.67,-14.32,221.35
113058,友发转债,132.213,0.01,601686,友发集团,5.24,0.19,1.09,4.48,116.96,13.04,AA,3.136,5.824,24.0,2028-03-30,1.57,18.638,5742.22,2.33,-9.21,145.25
123245,集智转债,314.8,-1.32,300553,集智股份,50.16,-0.79,6.58,18.06,277.74,13.34,A,12.642,23.478,3.6,2030-08-14,3.945,1.537,73813.76,149.78,-21.97,328.14
113631,皖天转债,135.1,-0.31,603689,皖天然气,7.75,-0.26,1.08,6.51,119.05,13.48,AA+,4.557,8.463,14.7,2027-11-08,1.178,5.958,2652.5,3.29,-15.02,148.58
