snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-08-31,1.0,127061,美锦转债,114.26,1.66,115.92,3.35,1.638,27.856,13268.36,4.15,A,000723,美锦能源,3.9,-1.27,1.38,,0.36250000000000004,,0.25,0.25,0.25,1.0,0.25,1.0
2026-08-31,2.0,113056,重银转债,127.329,4.91,132.24,-7.74,1.562,115.622,23687.79,1.61,AAA,601963,重庆银行,11.19,1.63,0.6,,0.6287500000000001,,0.75,0.5,0.625,0.5,1.0,0.375
2026-08-31,3.0,127030,盛虹转债,120.95,9.43,130.38,-19.25,0.556,49.974,27736.64,4.62,AA+,000301,东方盛虹,14.6,3.55,2.49,,0.7175,,0.5,1.0,1.0,0.25,0.5,0.75
2026-08-31,4.0,113062,常银转债,128.55,9.03,137.58,-7.74,2.044,59.994,15009.98,1.95,AAA,601128,常熟银行,6.19,0.65,0.67,,0.79125,,1.0,0.75,0.625,0.75,0.75,0.375
2026-08-31,,123284,强达转债,100.0,-18.12,81.88,2.2,5.97,5.5,0.0,0.0,AA-,301628,强达电路,102.64,12.98,6.49,,,liquidity_too_low,,,,,,
2026-08-31,,113710,四方转债,100.0,-0.73,99.27,2.16,6.003,10.234,0.0,0.0,AA,603339,四方科技,14.98,2.18,1.66,,,liquidity_too_low,,,,,,
2026-08-31,,123283,丰茂转债,100.0,11.85,111.85,2.2,5.967,6.075,0.0,0.0,AA-,301459,丰茂股份,31.82,0.82,2.6,,,liquidity_too_low,,,,,,
2026-08-31,,123282,震裕转02,100.0,13.09,113.09,2.2,5.964,18.8,0.0,0.0,AA-,300953,震裕科技,92.71,0.12,4.61,,,liquidity_too_low,,,,,,
2026-08-31,,113605,大参转债,114.416,4.56,118.98,-27.63,0.143,14.044,4827.21,3.02,AA,603233,大参林,18.45,1.65,2.72,,,maturity_too_close,,,,,,
2026-08-31,,113042,上银转债,117.293,3.31,120.6,-11.21,0.403,199.774,29381.22,1.25,AAA,601229,上海银行,9.48,1.94,0.5,,,maturity_too_close,,,,,,
