代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123285,润禾转02,100.0,0.0,300727,润禾材料,34.78,-4.58,4.63,31.1,111.83,-10.58,A+,21.77,40.43,6.6,2032-09-09,5.964,3.7,0.0,0.0,2.84,89.42
123287,满坤转债,100.0,0.0,301132,满坤科技,70.37,-5.62,5.79,66.97,105.08,-4.83,AA-,46.879,87.061,11.4,2032-09-27,6.003,7.6,0.0,0.0,2.18,95.17
127117,奥士转债,100.0,0.0,002913,奥士康,86.8,-4.47,6.26,83.96,103.38,-3.27,AA,58.772,109.148,3.8,2032-09-22,6.0,10.0,0.0,0.0,2.16,96.73
118027,宏图转债,100.048,7.33,688066,*ST航图,8.96,9.54,-1.73,8.68,103.23,-3.08,CC,6.076,11.284,23.1,2028-11-28,2.181,6.098,165338.1,271.32,8.49,96.97
123258,胜蓝转02,224.081,-9.48,300843,胜蓝股份,122.91,-8.92,11.66,54.36,226.1,-0.89,AA-,38.052,70.668,1.0,2031-08-28,,2.081,79759.0,165.82,,223.19
113046,金田转债,116.174,-7.75,601609,金田股份,11.86,-7.27,1.98,10.18,116.5,-0.28,AA+,7.126,13.234,6.1,2027-03-22,0.49,12.542,64180.95,43.38,-10.84,115.89
110077,洪城转债,198.284,-0.96,600461,洪城环境,8.76,-0.9,1.16,4.41,198.64,-0.18,AA+,3.087,5.733,4.3,2026-11-20,0.156,4.982,5890.26,5.93,-290.25,198.1
127047,帝欧转债,131.1,-0.84,002798,帝欧水华,6.6,-1.05,1.9,5.1,129.41,1.3,BBB+,3.57,6.63,13.6,2027-10-25,1.085,4.654,8545.98,14.0,-10.1,132.4
113042,上银转债,115.983,0.38,601229,上海银行,9.51,0.42,0.51,8.35,113.89,1.84,AAA,,10.855,14.1,2027-01-25,0.337,192.16,24015.61,1.08,-10.19,117.82
132026,G三峡EB2,136.397,0.81,600900,长江电力,28.36,1.0,3.21,21.2,133.77,1.99,AAA,14.84,27.56,1.4,2027-06-01,0.685,94.986,4965.1,0.39,-30.43,138.39
113711,常青转债,100.0,0.0,603125,常青科技,23.44,-4.4,3.69,24.01,97.63,2.43,AA-,16.807,31.213,8.4,2032-09-27,6.003,8.0,0.0,0.0,2.18,102.43
123288,隆新转债,100.0,0.0,301149,隆华新材,8.91,-3.68,2.26,9.16,97.27,2.81,AA,6.412,11.908,31.7,2032-09-28,6.003,9.6,0.0,0.0,2.15,102.81
111000,起帆转债,131.836,-1.86,605222,起帆电缆,22.14,-2.17,1.86,17.29,128.05,2.96,AA-,12.103,22.477,10.9,2027-05-24,0.663,9.991,12614.35,9.48,-19.26,134.8
123286,国科转债,100.0,0.0,301571,国科天成,72.16,-2.68,6.11,74.5,96.86,3.24,AA-,52.15,96.85,9.9,2032-09-22,6.0,8.49,0.0,0.0,2.19,103.24
