代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
128134,鸿路转债,113.645,-0.14,002541,鸿路钢构,18.86,0.86,1.3,17.49,107.83,5.39,AA,12.243,22.737,13.3,2026-10-09,0.069,12.849,3319.91,2.26,-48.74,119.04
127061,美锦转债,112.502,0.02,000723,美锦能源,3.65,-2.93,1.29,3.47,105.19,6.95,A,2.429,4.511,17.3,2028-04-20,1.6,27.742,7969.9,2.56,4.45,119.45
111000,起帆转债,139.79,-1.11,605222,起帆电缆,22.48,-0.62,1.89,17.29,130.02,7.52,AA-,12.103,22.477,10.8,2027-05-24,0.69,9.991,17386.3,12.41,-25.69,147.31
127080,声迅转债,244.49,-11.21,003004,声迅股份,65.25,-10.0,7.74,28.94,225.47,8.44,A,20.258,37.622,6.2,2028-12-30,2.296,2.793,79294.71,110.53,-27.34,252.93
113615,金诚转债,730.965,-0.47,603979,金诚信,73.86,-1.52,3.72,11.12,664.21,10.05,AA,7.784,14.456,1.1,2026-12-23,0.274,4.958,30803.22,8.48,-312.23,741.02
113043,财通转债,113.8,-0.53,601108,财通证券,8.25,0.61,0.97,7.98,103.38,10.08,AAA,,10.374,9.9,2026-12-10,0.238,37.992,15779.57,3.65,-29.09,123.88
111015,东亚转债,135.711,1.81,605177,东亚药业,25.0,6.07,1.68,20.28,123.27,10.09,A+,14.196,26.364,23.4,2029-07-06,2.811,6.662,10125.57,11.26,-4.78,145.8
123245,集智转债,339.63,4.17,300553,集智股份,55.65,7.33,7.3,18.06,308.14,10.22,A,12.642,23.478,3.2,2030-08-14,3.918,1.537,145291.03,280.45,-23.62,349.85
113681,镇洋转债,137.771,0.43,603213,镇洋发展,13.57,-0.22,3.25,10.95,123.93,11.17,AA-,7.665,14.235,9.1,2029-12-29,3.293,5.476,2908.02,3.86,-4.36,148.94
128138,侨银转债,130.748,-0.16,002973,侨银股份,12.45,-2.35,1.98,10.6,117.45,11.32,A+,7.42,13.78,10.6,2026-11-17,0.175,4.199,7166.47,13.03,-3.32,142.07
123207,冠中转债,200.649,0.46,300948,冠中生态,18.59,-0.91,3.04,10.44,178.07,12.68,A-,7.308,13.572,5.0,2029-07-21,2.852,1.455,7995.9,27.36,-16.97,213.33
113058,友发转债,131.055,0.72,601686,友发集团,5.21,0.39,1.09,4.48,116.3,12.69,AA,3.136,5.824,24.2,2028-03-30,1.543,18.638,3649.23,1.5,-8.84,143.75
127110,广核转债,136.825,0.36,003816,中国广核,4.34,0.23,1.77,3.58,121.23,12.86,AAA,2.506,4.654,2.9,2031-07-09,4.819,48.992,9272.06,1.38,-4.49,149.69
110081,闻泰转债,102.931,-0.81,600745,*ST闻泰,16.73,-2.34,0.87,18.36,91.12,12.96,BBB+,12.852,23.868,32.4,2027-07-28,0.869,71.5,6697.38,0.91,5.69,115.89
113066,平煤转债,138.41,0.64,601666,平煤股份,9.13,-1.72,0.89,7.46,122.39,13.09,AAA,5.222,9.698,6.3,2029-03-16,2.504,14.274,7817.47,3.96,-8.96,151.5
113631,皖天转债,134.018,0.2,603689,皖天然气,7.69,-0.52,1.07,6.51,118.13,13.45,AA+,4.557,8.463,14.8,2027-11-08,1.151,5.958,4388.27,5.49,-14.75,147.47
123076,强力转债,119.993,0.33,300429,强力新材,11.02,2.13,3.11,10.6,103.96,15.42,AA-,7.42,13.78,7.4,2026-11-19,0.181,3.393,3087.73,7.61,-32.72,135.41
