snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-08-28,1.0,127061,美锦转债,115.788,1.72,117.51,2.49,1.647,27.856,13452.55,4.17,A,000723,美锦能源,3.95,1.28,1.4,,0.28,,0.2,0.2,0.2,0.6,0.2,1.0
2026-08-28,2.0,127030,盛虹转债,120.223,12.63,132.85,-18.01,0.564,49.974,27360.29,4.55,AA+,000301,东方盛虹,14.1,3.45,2.62,,0.6250000000000001,,0.4,0.8,1.0,0.2,0.6,0.7
2026-08-28,3.0,113056,重银转债,127.558,6.82,134.38,-7.81,1.57,115.622,12560.27,0.85,AAA,601963,重庆银行,11.01,0.09,0.59,,0.6370000000000001,,0.8,0.4,0.6,0.8,1.0,0.3
2026-08-28,4.0,113062,常银转债,128.56,9.75,138.31,-7.72,2.052,59.994,14906.47,1.93,AAA,601128,常熟银行,6.15,-1.28,0.67,,0.6750000000000002,,1.0,0.6,0.4,0.4,0.8,0.3
2026-08-28,5.0,127040,国泰转债,123.12,14.99,138.11,-14.37,0.858,39.863,3252.88,0.66,AA+,002091,江苏国泰,7.87,0.38,0.79,,0.783,,0.6,1.0,0.8,1.0,0.4,0.7
2026-08-28,,123284,强达转债,100.0,-7.5,92.5,2.2,5.978,5.5,0.0,0.0,AA-,301628,强达电路,90.85,-1.86,5.74,,,liquidity_too_low,,,,,,
2026-08-28,,123283,丰茂转债,100.0,12.77,112.77,2.2,5.975,6.075,0.0,0.0,AA-,301459,丰茂股份,31.56,-0.44,2.58,,,liquidity_too_low,,,,,,
2026-08-28,,123282,震裕转02,100.0,13.23,113.23,2.2,5.973,18.8,0.0,0.0,AA-,300953,震裕科技,92.6,-2.01,4.61,,,liquidity_too_low,,,,,,
2026-08-28,,113605,大参转债,114.184,6.07,120.25,-24.78,0.151,14.044,4029.87,2.51,AA,603233,大参林,18.15,2.43,2.67,,,maturity_too_close,,,,,,
2026-08-28,,113042,上银转债,116.821,4.89,121.71,-10.04,0.411,199.774,50758.77,2.17,AAA,601229,上海银行,9.3,-2.62,0.5,,,maturity_too_close,,,,,,
