代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123285,润禾转02,100.0,0.0,300727,润禾材料,31.92,3.13,4.25,31.1,102.64,-2.57,A+,21.77,40.43,7.2,2032-09-09,6.003,3.7,0.0,0.0,2.82,97.43
123243,严牌转债,215.024,-1.95,301081,严牌股份,15.65,-0.57,3.19,7.22,216.76,-0.8,A+,5.054,9.386,7.4,2030-07-10,3.838,2.607,35569.1,63.27,-14.62,214.22
123112,万讯转债,152.81,-7.06,300112,万讯自控,9.83,-6.82,2.97,6.43,152.88,-0.04,AA-,4.501,8.359,4.5,2027-04-08,,1.13,102611.9,587.21,,152.77
110077,洪城转债,203.005,0.46,600461,洪城环境,8.93,0.45,1.15,4.41,202.49,0.25,AA+,3.087,5.733,5.0,2026-11-20,0.2,5.774,5860.08,5.0,-232.21,203.26
127061,美锦转债,113.691,1.29,000723,美锦能源,3.88,4.02,1.37,3.47,111.82,1.68,A,2.429,4.511,16.3,2028-04-20,1.616,27.742,8243.39,2.63,3.72,115.37
113046,金田转债,134.802,-0.62,601609,金田股份,13.39,0.6,2.24,10.18,131.53,2.49,AA+,7.126,13.234,6.5,2027-03-22,0.534,14.992,12704.76,6.28,-34.44,137.29
127047,帝欧转债,138.613,-1.03,002798,帝欧水华,6.88,-0.72,1.98,5.1,134.9,2.75,BBB+,3.57,6.63,13.1,2027-10-25,1.129,4.654,4101.12,6.33,-14.13,141.36
132026,G三峡EB2,135.277,-0.23,600900,长江电力,27.87,0.07,3.16,21.2,131.46,2.92,AAA,14.84,27.56,1.4,2027-06-01,0.729,94.986,12517.28,0.97,-27.69,138.2
113042,上银转债,118.01,-0.01,601229,上海银行,9.55,0.74,0.51,8.35,114.37,3.18,AAA,,10.855,14.7,2027-01-25,0.381,199.774,25726.54,1.09,-13.37,121.19
128134,鸿路转债,120.0,0.0,002541,鸿路钢构,20.17,-0.88,1.39,17.49,115.32,4.06,AA,12.243,22.737,12.6,2026-10-09,0.085,13.05,4217.12,2.69,-101.38,124.06
113605,大参转债,113.487,-0.61,603233,大参林,18.24,-0.92,2.69,16.86,108.19,4.9,AA,11.802,21.918,6.8,2026-10-22,0.121,14.044,2700.78,1.69,-26.08,118.39
113056,重银转债,126.891,-0.08,601963,重庆银行,11.11,0.45,0.6,9.22,120.5,5.3,AAA,,11.986,51.2,2028-03-23,1.54,115.622,14489.95,0.99,-7.64,132.19
113062,常银转债,129.376,0.44,601128,常熟银行,6.44,1.74,0.7,5.25,122.67,5.47,AAA,,6.825,25.5,2028-09-15,2.022,59.994,10287.51,1.33,-8.12,134.85
123258,胜蓝转02,244.741,-1.03,300843,胜蓝股份,125.75,-1.68,11.93,54.36,231.33,5.8,AA-,38.052,70.668,2.2,2031-08-28,4.973,4.498,114416.46,103.02,-13.88,250.54
123207,冠中转债,209.387,-2.31,300948,冠中生态,20.65,-1.24,3.38,10.44,197.8,5.86,A-,7.308,13.572,4.5,2029-07-21,2.869,1.455,9183.89,29.84,-18.12,215.25
127080,声迅转债,279.7,-1.99,003004,声迅股份,76.45,-1.86,9.07,28.94,264.17,5.88,A,20.258,37.622,5.3,2028-12-30,2.312,2.793,27258.45,34.8,-31.34,285.58
113615,金诚转债,783.252,1.91,603979,金诚信,80.4,2.49,4.05,11.12,723.02,8.33,AA,7.784,14.456,1.0,2026-12-23,0.29,4.958,90147.86,22.91,-297.88,791.58
