代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113043,财通转债,116.0,-1.71,601108,财通证券,8.52,0.12,1.0,7.98,106.77,8.65,AAA,,10.374,9.6,2026-12-10,0.255,37.992,12854.25,2.9,-34.2,124.65
123245,集智转债,349.599,6.66,300553,集智股份,57.86,12.83,7.59,18.06,320.38,9.12,A,12.642,23.478,3.1,2030-08-14,3.934,1.537,248087.03,460.29,-24.1,358.72
111000,起帆转债,139.929,0.44,605222,起帆电缆,22.08,0.91,1.85,17.29,127.7,9.57,AA-,12.103,22.477,11.0,2027-05-24,0.707,9.991,19984.96,14.41,-25.21,149.5
123283,丰茂转债,100.0,0.0,301459,丰茂股份,32.46,0.81,2.65,35.59,91.21,9.64,AA-,24.913,46.267,71.7,2032-08-17,5.945,6.075,0.0,0.0,2.21,109.64
113681,镇洋转债,138.512,0.02,603213,镇洋发展,13.78,-0.14,3.3,10.95,125.85,10.07,AA-,7.665,14.235,8.9,2029-12-29,3.31,5.476,2181.1,2.88,-4.49,148.58
110081,闻泰转债,106.197,-0.96,600745,*ST闻泰,17.6,-2.76,0.92,18.36,95.86,10.78,BBB+,12.852,23.868,30.8,2027-07-28,0.885,71.67,8210.01,1.08,1.92,116.98
127030,盛虹转债,119.543,0.8,000301,东方盛虹,14.2,1.87,2.42,13.21,107.49,11.21,AA+,9.247,17.173,5.3,2027-03-22,0.534,49.974,6900.86,1.16,-18.08,130.75
123160,泰福转债,149.6,-1.5,300992,泰福泵业,26.48,1.96,2.75,19.7,134.42,11.3,A,13.79,25.61,11.2,2028-09-28,2.058,2.315,4894.56,14.14,-10.66,160.9
113066,平煤转债,140.282,0.85,601666,平煤股份,9.4,2.51,0.92,7.46,126.01,11.33,AAA,5.222,9.698,6.1,2029-03-16,2.521,14.274,11948.82,5.98,-9.39,151.61
128138,侨银转债,130.828,-0.13,002973,侨银股份,12.41,-0.64,1.97,10.6,117.08,11.75,A+,7.42,13.78,10.7,2026-11-17,0.192,4.199,1798.65,3.27,-3.35,142.58
113631,皖天转债,136.1,0.86,603689,皖天然气,7.89,2.2,1.1,6.51,121.2,12.3,AA+,4.557,8.463,14.4,2027-11-08,1.167,5.958,3901.6,4.82,-15.69,148.4
123091,长海转债,127.033,1.1,300196,长海股份,16.9,0.18,1.43,14.99,112.74,12.68,AA,10.493,19.487,13.1,2026-12-23,0.29,5.461,19534.01,28.09,-43.87,139.71
113058,友发转债,132.599,0.38,601686,友发集团,5.27,1.15,1.1,4.48,117.63,12.72,AA,3.136,5.824,23.9,2028-03-30,1.559,18.638,2958.14,1.2,-9.44,145.32
