snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-01,1.0,127061,美锦转债,114.96,-0.02,114.94,2.96,1.636,27.856,36853.84,11.39,A,000723,美锦能源,3.99,2.31,1.41,,0.2875,,0.25,0.25,0.25,0.25,0.25,1.0
2026-09-01,2.0,113056,重银转债,127.841,2.94,130.78,-7.99,1.559,115.622,16106.0,1.09,AAA,601963,重庆银行,11.45,2.32,0.62,,0.65375,,0.75,0.5,0.625,0.75,1.0,0.375
2026-09-01,3.0,127030,盛虹转债,119.942,9.65,129.59,-17.99,0.553,49.974,25767.01,4.29,AA+,000301,东方盛虹,14.45,-1.03,2.46,,0.7425,,0.5,1.0,1.0,0.5,0.5,0.75
2026-09-01,4.0,113062,常银转债,129.203,6.82,136.02,-7.99,2.041,59.994,11845.51,1.53,AAA,601128,常熟银行,6.35,2.58,0.69,,0.8162499999999999,,1.0,0.75,0.625,1.0,0.75,0.375
2026-09-01,,123284,强达转债,100.0,-18.94,81.06,2.2,5.967,5.5,0.0,0.0,AA-,301628,强达电路,103.68,1.01,6.55,,,liquidity_too_low,,,,,,
2026-09-01,,113710,四方转债,100.0,-7.52,92.48,2.15,6.003,10.234,0.0,0.0,AA,603339,四方科技,16.08,7.34,1.78,,,liquidity_too_low,,,,,,
2026-09-01,,123283,丰茂转债,100.0,10.94,110.94,2.2,5.964,6.075,0.0,0.0,AA-,301459,丰茂股份,32.08,0.82,2.62,,,liquidity_too_low,,,,,,
2026-09-01,,113605,大参转债,114.401,4.77,119.17,-28.08,0.14,14.044,4066.25,2.53,AA,603233,大参林,18.41,-0.22,2.71,,,maturity_too_close,,,,,,
2026-09-01,,113042,上银转债,118.134,1.9,120.03,-12.98,0.4,199.774,40908.58,1.74,AAA,601229,上海银行,9.68,2.11,0.51,,,maturity_too_close,,,,,,
2026-09-01,,113043,财通转债,118.685,6.42,125.11,-39.41,0.274,37.992,10336.89,2.29,AAA,601108,财通证券,8.9,0.11,1.05,,,maturity_too_close,,,,,,
2026-09-01,,128136,立讯转债,116.523,13.96,130.48,-43.05,0.173,29.817,6794.93,1.95,AA+,002475,立讯精密,56.92,-1.21,4.71,,,maturity_too_close,,,,,,
2026-09-01,,123091,长海转债,128.17,14.29,142.46,-43.67,0.31,5.461,12112.66,17.23,AA,300196,长海股份,16.81,-3.11,1.42,,,maturity_too_close,,,,,,
2026-09-01,,128134,鸿路转债,122.2,0.81,123.01,-98.46,0.104,15.279,33879.98,21.11,AA,002541,鸿路钢构,21.2,0.81,1.43,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-01,,113046,金田转债,136.223,3.03,139.25,-34.79,0.553,14.992,7953.32,3.87,AA+,601609,金田股份,13.46,-0.22,2.25,,,price_too_high,,,,,,
2026-09-01,,113058,友发转债,132.748,12.85,145.6,-9.4,1.578,18.638,5013.75,2.02,AA,601686,友发集团,5.27,1.54,1.1,,,price_too_high,,,,,,
2026-09-01,,113066,平煤转债,139.361,7.73,147.09,-9.09,2.54,14.274,27479.01,13.75,AAA,601666,平煤股份,9.65,-4.08,0.95,,,price_too_high,,,,,,
2026-09-01,,113681,镇洋转债,139.094,8.48,147.57,-4.59,3.329,5.476,2519.6,3.3,AA-,603213,镇洋发展,14.04,-0.57,3.36,,,price_too_high,,,,,,
2026-09-01,,113631,皖天转债,137.127,14.16,151.29,-16.0,1.186,5.958,3534.74,4.32,AA+,603689,皖天然气,7.82,0.9,1.09,,,price_too_high,,,,,,
2026-09-01,,127047,帝欧转债,140.015,12.45,152.47,-14.67,1.148,4.654,3986.36,6.14,BBB+,002798,帝欧水华,6.35,5.31,1.83,,,price_too_high,,,,,,
2026-09-01,,123243,严牌转债,225.475,1.68,227.16,-15.61,3.858,2.607,112474.53,188.73,A+,301081,严牌股份,16.01,2.89,3.26,,,price_too_high,,,,,,
2026-09-01,,127080,声迅转债,276.2,10.65,286.85,-30.75,2.332,2.793,20237.96,25.94,A,003004,声迅股份,72.24,-1.81,8.57,,,price_too_high,,,,,,
2026-09-01,,128138,侨银转债,130.999,10.47,141.47,-3.66,0.211,4.199,4732.3,8.6,A+,002973,侨银股份,12.57,-0.55,2.0,,,price_too_high|maturity_too_close,,,,,,
2026-09-01,,110077,洪城转债,203.968,0.39,204.36,-212.89,0.219,5.837,6980.52,5.85,AA+,600461,洪城环境,8.96,0.9,1.15,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-01,,113615,金诚转债,776.289,5.02,781.31,-278.92,0.31,4.958,49112.78,12.66,AA,603979,金诚信,82.2,0.59,4.14,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-01,,132026,G三峡EB2,135.895,1.46,137.36,-27.47,0.748,94.986,6474.12,0.5,AAA,600900,长江电力,28.4,1.1,3.22,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-01,,123112,万讯转债,147.3,-0.3,147.0,,,1.934,41744.86,151.08,AA-,300112,万讯自控,9.5,-1.76,2.8,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-01,,111000,起帆转债,139.467,13.32,152.79,-24.16,0.726,9.991,10712.29,7.67,AA-,605222,起帆电缆,21.28,1.19,1.79,公告不强赎,,price_too_high|redeem_risk,,,,,,
