snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-08,,113058,友发转债,132.599,12.72,145.32,-9.44,1.559,18.638,2958.14,1.2,AA,601686,友发集团,5.27,1.15,1.1,,,price_too_high,,,,,,
2026-09-08,,113631,皖天转债,136.1,12.3,148.4,-15.69,1.167,5.958,3901.6,4.82,AA+,603689,皖天然气,7.89,2.2,1.1,,,price_too_high,,,,,,
2026-09-08,,113681,镇洋转债,138.512,10.07,148.58,-4.49,3.31,5.476,2181.1,2.88,AA-,603213,镇洋发展,13.78,-0.14,3.3,,,price_too_high,,,,,,
2026-09-08,,113066,平煤转债,140.282,11.33,151.61,-9.39,2.521,14.274,11948.82,5.98,AAA,601666,平煤股份,9.4,2.51,0.92,,,price_too_high,,,,,,
2026-09-08,,123160,泰福转债,149.6,11.3,160.9,-10.66,2.058,2.315,4894.56,14.14,A,300992,泰福泵业,26.48,1.96,2.75,,,price_too_high,,,,,,
2026-09-08,,123243,严牌转债,215.024,-0.8,214.22,-14.62,3.838,2.607,35569.1,63.27,A+,301081,严牌股份,15.65,-0.57,3.19,,,price_too_high,,,,,,
2026-09-08,,123258,胜蓝转02,244.741,5.8,250.54,-13.88,4.973,4.498,114416.46,103.02,AA-,300843,胜蓝股份,125.75,-1.68,11.93,,,price_too_high,,,,,,
2026-09-08,,127080,声迅转债,279.7,5.88,285.58,-31.34,2.312,2.793,27258.45,34.8,A,003004,声迅股份,76.45,-1.86,9.07,,,price_too_high,,,,,,
2026-09-08,,128138,侨银转债,130.828,11.75,142.58,-3.35,0.192,4.199,1798.65,3.27,A+,002973,侨银股份,12.41,-0.64,1.97,,,price_too_high|maturity_too_close,,,,,,
2026-09-08,,110077,洪城转债,203.005,0.25,203.26,-232.21,0.2,5.774,5860.08,5.0,AA+,600461,洪城环境,8.93,0.45,1.15,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-08,,113615,金诚转债,783.252,8.33,791.58,-297.88,0.29,4.958,90147.86,22.91,AA,603979,金诚信,80.4,2.49,4.05,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-08,,132026,G三峡EB2,135.277,2.92,138.2,-27.69,0.729,94.986,12517.28,0.97,AAA,600900,长江电力,27.87,0.07,3.16,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-08,,111000,起帆转债,139.929,9.57,149.5,-25.21,0.707,9.991,19984.96,14.41,AA-,605222,起帆电缆,22.08,0.91,1.85,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-08,,123112,万讯转债,152.81,-0.04,152.77,,,1.13,102611.9,587.21,AA-,300112,万讯自控,9.83,-6.82,2.97,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-08,,123207,冠中转债,209.387,5.86,215.25,-18.12,2.869,1.455,9183.89,29.84,A-,300948,冠中生态,20.65,-1.24,3.38,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-08,,123245,集智转债,349.599,9.12,358.72,-24.1,3.934,1.537,248087.03,460.29,A,300553,集智股份,57.86,12.83,7.59,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-08,,110081,闻泰转债,106.197,10.78,116.98,1.92,0.885,71.67,8210.01,1.08,BBB+,600745,*ST闻泰,17.6,-2.76,0.92,,,st_stock,,,,,,
