snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-07,1.0,127061,美锦转债,112.24,4.42,116.66,4.55,1.619,27.742,8441.86,2.71,A,000723,美锦能源,3.73,-1.32,1.32,,0.36250000000000004,,0.25,0.25,0.25,1.0,0.25,1.0
2026-09-07,2.0,113056,重银转债,126.988,5.86,132.85,-7.67,1.543,115.622,19390.48,1.32,AAA,601963,重庆银行,11.06,-2.47,0.59,,0.5837500000000001,,0.75,0.5,0.5,0.25,1.0,0.375
2026-09-07,3.0,127030,盛虹转债,118.6,12.39,130.99,-16.64,0.537,49.974,10276.47,1.73,AA+,000301,东方盛虹,13.94,-4.65,2.38,,0.7675000000000001,,0.5,1.0,1.0,0.75,0.5,0.75
2026-09-07,4.0,113062,常银转债,128.806,6.83,135.64,-7.91,2.025,59.994,11928.85,1.54,AAA,601128,常熟银行,6.33,-1.4,0.69,,0.78625,,1.0,0.75,0.75,0.5,0.75,0.375
2026-09-07,,123283,丰茂转债,100.0,10.53,110.53,2.21,5.948,6.075,0.0,0.0,AA-,301459,丰茂股份,32.2,1.07,2.63,,,liquidity_too_low,,,,,,
2026-09-07,,113605,大参转债,114.18,4.57,118.75,-30.38,0.123,14.044,6743.91,4.2,AA,603233,大参林,18.41,-2.02,2.71,,,maturity_too_close,,,,,,
2026-09-07,,113042,上银转债,118.021,3.95,121.97,-13.3,0.384,199.774,19807.89,0.84,AAA,601229,上海银行,9.48,-1.35,0.5,,,maturity_too_close,,,,,,
2026-09-07,,113043,财通转债,118.02,10.67,128.69,-39.97,0.258,37.992,9967.63,2.21,AAA,601108,财通证券,8.51,-2.74,1.0,,,maturity_too_close,,,,,,
2026-09-07,,123091,长海转债,125.648,11.65,137.3,-40.15,0.293,5.461,18831.23,27.42,AA,300196,长海股份,16.87,3.62,1.43,,,maturity_too_close,,,,,,
2026-09-07,,128134,鸿路转债,120.0,3.14,123.14,-98.16,0.088,13.05,11417.6,7.32,AA,002541,鸿路钢构,20.35,-1.45,1.4,已公告强赎,,maturity_too_close|redeem_risk,,,,,,
2026-09-07,,113046,金田转债,135.641,3.74,139.38,-35.2,0.537,14.992,14161.95,6.95,AA+,601609,金田股份,13.31,-0.22,2.22,,,price_too_high,,,,,,
2026-09-07,,127047,帝欧转债,140.05,3.07,143.12,-14.89,1.132,4.654,6340.62,9.67,BBB+,002798,帝欧水华,6.93,4.68,1.99,,,price_too_high,,,,,,
2026-09-07,,113058,友发转债,132.1,13.59,145.69,-9.21,1.562,18.638,4192.63,1.71,AA,601686,友发集团,5.21,-0.57,1.09,,,price_too_high,,,,,,
2026-09-07,,113681,镇洋转债,138.487,9.89,148.38,-4.49,3.312,5.476,2964.64,3.91,AA-,603213,镇洋发展,13.8,-0.36,3.3,,,price_too_high,,,,,,
2026-09-07,,113631,皖天转债,134.946,13.8,148.75,-15.03,1.17,5.958,3027.02,3.77,AA+,603689,皖天然气,7.72,-0.39,1.08,,,price_too_high,,,,,,
2026-09-07,,113066,平煤转债,139.1,13.16,152.26,-9.07,2.523,14.274,13577.14,6.84,AAA,601666,平煤股份,9.17,-1.4,0.9,,,price_too_high,,,,,,
2026-09-07,,123243,严牌转债,219.3,0.59,219.89,-15.05,3.841,2.607,34994.98,61.24,A+,301081,严牌股份,15.74,-1.13,3.21,,,price_too_high,,,,,,
2026-09-07,,123258,胜蓝转02,247.28,5.1,252.38,-14.05,4.975,4.498,141490.03,127.66,AA-,300843,胜蓝股份,127.9,4.33,12.14,,,price_too_high,,,,,,
2026-09-07,,127080,声迅转债,285.385,6.02,291.41,-31.91,2.315,2.793,38030.64,47.86,A,003004,声迅股份,77.9,3.52,9.24,,,price_too_high,,,,,,
2026-09-07,,128138,侨银转债,130.999,11.18,142.18,-3.98,0.195,4.199,4019.97,7.32,A+,002973,侨银股份,12.49,-1.26,1.98,,,price_too_high|maturity_too_close,,,,,,
2026-09-07,,110077,洪城转债,202.076,0.24,202.32,-227.83,0.203,5.837,5641.19,4.77,AA+,600461,洪城环境,8.89,-0.34,1.14,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-07,,113615,金诚转债,768.576,8.94,777.52,-294.17,0.293,4.958,22528.29,5.89,AA,603979,金诚信,78.45,-1.37,3.95,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
