代码,名称,现价,正股代码,正股名称,规模,剩余规模,转股起始日,最后交易日,到期日,转股价,强赎触发比,强赎触发价,正股价,强赎价,强赎天计数,强赎条款,强赎状态
123243,严牌转债,215.6,301081,严牌股份,4.679,2.607,2025-01-16,,2030-07-10,7.22,130,9.386,14.1,,1/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118035,国力转债,165.799,688103,国力电子,4.8,4.799,2023-12-18,,2029-06-12,62.31,130,81.003,77.22,,1/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123113,仙乐转债,115.433,300791,仙乐健康,10.249,10.248,2021-10-25,,2027-04-19,31.69,130,41.197,17.37,,0/20 | 30,如果公司股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的130%(含130%),
123114,三角转债,127.847,300775,三角防务,9.044,8.999,2021-11-30,,2027-05-25,22.69,130,29.497,21.46,,0/20 | 30,如果公司股票连续三十个交易日中至少有二十个交易日的收盘价格不低于当期转股价格的130%(含130%),
123180,浙矿转债,130.1,300837,浙矿股份,3.2,3.196,2023-09-15,,2029-03-09,47.59,130,61.867,22.92,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123183,海顺转债,130.721,300501,海顺新材,6.33,6.329,2023-10-09,,2029-03-23,11.63,130,15.119,10.07,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123189,晓鸣转债,142.097,300967,晓鸣股份,3.29,3.286,2023-10-12,,2029-04-06,15.18,130,19.734,17.45,,0/15 | 30,在本次可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123168,惠云转债,129.869,300891,惠云钛业,4.9,4.899,2023-05-29,,2028-11-23,10.74,130,13.962,7.56,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123179,立高转债,123.385,300973,立高食品,9.5,9.499,2023-09-13,,2029-03-07,94.64,130,123.032,25.05,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123178,花园转债,144.1,300401,花园生物,12.0,11.58,2023-09-11,,2029-03-06,13.34,130,17.342,15.2,,0/15 | 30,公司股票任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123173,恒锋转债,138.31,300605,恒锋信息,2.424,2.33,2023-07-06,,2028-12-30,10.0,130,13.0,10.23,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
123172,漱玉转债,131.147,301017,漱玉平民,8.0,7.96,2023-06-21,,2028-12-15,14.91,130,19.383,13.39,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
128142,新乳转债,112.58,002946,新乳业,7.18,7.178,2021-06-24,,2026-12-18,17.5,130,22.75,15.33,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%(含130%),
123175,百畅转债,119.955,300614,百川畅银,4.2,4.199,2023-08-28,,2029-02-22,20.4,130,26.52,10.78,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118065,艾为转债,141.259,688798,艾为电子,19.01,19.01,2026-07-28,,2032-01-22,79.4,130,103.22,61.93,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123171,共同转债,132.212,300966,共同药业,3.8,3.799,2023-06-02,,2028-11-28,27.08,130,35.204,24.85,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
118063,金05转债,151.844,688676,金盘科技,16.71,16.707,2026-07-01,,2031-12-25,88.6,130,115.18,66.77,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）,
123214,东宝转债,132.06,300239,东宝生物,4.55,4.549,2024-02-05,,2029-07-31,6.62,130,8.606,5.17,,0/15 | 30,如果公司 A 股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123211,阳谷转债,157.6,300121,阳谷华泰,6.5,3.07,2024-02-02,,2029-07-27,9.2,130,11.96,9.87,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）；,
123215,铭利转债,125.035,301268,铭利达,10.0,8.555,2024-02-19,,2029-08-03,19.19,130,24.947,13.41,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123216,科顺转债,124.789,300737,科顺股份,21.98,21.959,2024-02-19,,2029-08-04,6.61,130,8.593,4.87,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123220,易瑞转债,133.01,300942,易瑞生物,3.28,2.907,2024-02-26,,2029-08-18,8.85,130,11.505,6.83,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123209,聚隆转债,165.88,300644,南京聚隆,2.185,1.672,2024-02-01,,2029-07-26,17.52,130,22.776,20.4,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%；,
123199,山河转债,142.479,300452,山河药辅,3.2,3.197,2023-12-18,,2029-06-12,13.0,130,16.9,12.94,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123193,海能转债,128.394,300787,海能实业,6.0,5.997,2023-10-19,,2029-04-13,14.5,130,18.85,10.01,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
123165,回天转债,135.247,300041,回天新材,8.5,8.496,2023-05-04,,2028-10-27,15.05,130,19.565,10.96,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123194,百洋转债,137.601,301015,百洋医药,8.6,8.459,2023-10-20,,2029-04-14,24.79,130,32.227,24.6,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123195,蓝晓转02,175.299,300487,蓝晓科技,5.461,5.455,2023-10-23,,2029-04-17,59.21,130,76.973,63.5,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；,
123196,正元转02,127.4,300645,正元智慧,3.507,3.501,2023-10-24,,2029-04-18,21.91,130,28.483,13.26,,0/15 | 30,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
123192,科思转债,126.42,300856,科思股份,7.249,7.187,2023-10-19,,2029-04-13,17.32,130,22.516,10.92,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123154,火星转债,127.665,300894,火星人,5.29,5.289,2023-02-13,,2028-08-05,16.0,130,20.8,11.78,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123109,昌红转债,124.89,300151,昌红科技,4.6,4.595,2021-10-08,,2027-04-01,26.64,130,34.632,16.53,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123107,温氏转债,114.025,300498,温氏股份,92.97,77.063,2021-10-08,,2027-03-29,16.09,130,20.917,14.18,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
128138,侨银转债,130.89,002973,侨银股份,4.2,4.199,2021-05-24,,2026-11-17,10.6,130,13.78,12.37,,0/15 | 30,如果公司股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含130%),
123072,乐歌转债,119.732,300729,乐歌股份,1.42,1.418,2021-04-27,,2026-10-21,32.61,130,42.393,10.28,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),
123071,天能转债,114.716,300569,天能重工,7.0,6.937,2021-04-27,,2026-10-21,6.68,130,8.684,4.71,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
123104,卫宁转债,127.372,300253,卫宁健康,9.703,9.699,2021-09-22,,2027-03-16,7.02,130,9.126,6.82,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
123092,天壕转债,119.55,300332,天壕能源,4.23,3.416,2021-06-30,,2026-12-24,4.97,130,6.461,5.02,,0/15 | 30,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123080,海波转债,125.638,300517,海波重科,2.45,1.485,2021-06-08,,2026-12-02,11.28,130,14.664,10.35,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交 易日的收盘价格不低于当期转股价格的 130%(含 130%),
123076,强力转债,127.192,300429,强力新材,8.5,3.393,2021-05-25,,2026-11-19,10.6,130,13.78,11.36,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123088,威唐转债,116.33,300707,威唐工业,3.014,3.004,2021-06-21,,2026-12-15,14.97,130,19.461,12.25,,0/15 | 30,如果公司A股股票在连续三十个交易日内至少有十五个交易日的收盘价不低于当期转股价格的130%(含 130%),
110075,南航转债,106.472,600029,南方航空,160.0,58.959,2021-04-21,,2026-10-15,6.17,130,8.021,5.03,,0/15 | 30,如果公司A股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123091,长海转债,130.061,300196,长海股份,5.5,5.461,2021-06-29,,2026-12-23,14.99,130,19.487,17.06,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123117,健帆转债,113.802,300529,健帆生物,10.0,9.998,2021-12-29,,2027-06-23,38.15,130,49.595,15.9,,0/15 | 30,在转股期内，如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123119,康泰转2,124.989,300601,康泰生物,20.0,19.99,2022-01-21,,2027-07-15,15.69,130,20.397,13.55,,0/15 | 30,如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格超过当期转股价格的130%(含 130%),
123222,博俊转债,149.943,300926,博俊科技,5.0,2.438,2024-03-14,,2029-09-08,16.46,130,21.398,17.18,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123149,通裕转债,133.162,300185,通裕重工,14.847,11.069,2022-12-26,,2028-06-20,2.71,130,3.523,2.72,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123150,九强转债,135.151,300406,九强生物,11.39,11.21,2023-01-06,,2028-06-30,11.6,130,15.08,11.77,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123151,康医转债,120.657,300869,康泰医学,7.0,6.998,2023-01-09,,2028-07-01,27.55,130,35.815,11.6,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123155,中陆转债,134.88,301040,中环海陆,3.6,3.6,2023-02-20,,2028-08-12,31.76,130,41.288,27.19,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123144,裕兴转债,131.2,300305,裕兴股份,6.0,5.997,2022-10-17,,2028-04-11,7.0,130,9.1,6.13,,0/15 | 30,如果公司A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123142,申昊转债,125.799,300853,申昊科技,5.5,5.494,2022-09-26,,2028-03-18,33.71,130,43.823,26.86,,0/15 | 30,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123122,富瀚转债,127.94,300613,富瀚微,5.812,5.801,2022-02-14,,2027-08-06,91.5,130,118.95,70.68,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的%(含 130%),
123124,晶瑞转2,142.92,300655,晶瑞电材,5.23,5.224,2022-02-21,,2027-08-16,12.79,130,16.627,13.14,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%(含 130%),
123133,佩蒂转债,130.209,300673,佩蒂股份,7.2,7.198,2022-06-28,,2027-12-22,15.0,130,19.5,12.81,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123138,丝路转债,128.784,300556,丝路视觉,2.4,2.393,2022-09-08,,2028-03-02,26.53,130,34.489,16.19,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
123157,科蓝转债,140.591,300663,科蓝软件,4.946,2.34,2023-03-06,,2028-08-30,8.8,130,11.44,8.61,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123229,艾录转债,132.588,301062,上海艾录,5.0,1.779,2024-04-29,,2029-10-23,9.95,130,12.935,7.09,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127069,小熊转债,130.106,002959,小熊电器,5.36,5.041,2023-02-20,,2028-08-12,43.71,130,56.823,32.73,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127068,顺博转债,125.496,002996,顺博合金,8.3,8.3,2023-02-20,,2028-08-12,10.0,130,13.0,6.24,,0/15 | 30,如果公司股票任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%,
127072,博实转债,137.44,002698,博实股份,4.5,4.498,2023-03-28,,2028-09-22,14.81,130,19.253,12.26,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
127082,亚科转债,136.284,002540,亚太科技,11.59,11.585,2023-09-15,,2029-03-09,5.22,130,6.786,5.12,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127084,柳工转2,141.399,000528,柳工,30.0,24.809,2023-10-09,,2029-03-27,6.98,130,9.074,7.95,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含）,
127083,山路转债,119.8,000498,山东路桥,48.36,48.359,2023-10-09,,2029-03-24,7.42,130,9.646,4.94,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,
128136,立讯转债,118.96,002475,立讯精密,30.0,29.817,2021-05-10,,2026-11-03,55.67,130,72.371,57.18,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
127064,杭氧转债,141.899,002430,杭氧股份,11.37,11.364,2022-11-25,,2028-05-19,25.67,130,33.371,24.65,,0/15 | 30,如果公司 A 股股票连续 30 个交易日中至少有15 个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127059,永东转2,131.603,002753,永东股份,3.8,3.79,2022-10-14,,2028-04-08,8.11,130,10.543,6.64,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127056,中特转债,129.646,000708,中信特钢,50.0,49.996,2022-09-05,,2028-02-25,13.89,130,18.057,13.95,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127060,湘佳转债,130.069,002982,湘佳股份,6.4,6.399,2022-10-25,,2028-04-19,13.8,130,17.94,12.56,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）；,
127061,美锦转债,114.98,000723,美锦能源,35.9,27.856,2022-10-26,,2028-04-20,3.47,130,4.511,3.9,,0/15 | 30,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127062,垒知转债,126.2,002398,垒知集团,3.963,3.957,2022-10-27,,2028-04-21,7.56,130,9.828,4.21,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127085,韵达转债,121.902,002120,韵达股份,24.5,24.499,2023-10-17,,2029-04-11,11.53,130,14.989,6.69,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127089,晶澳转债,122.899,002459,晶澳科技,89.603,89.588,2024-01-24,,2029-07-18,8.9,130,11.57,7.18,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127108,太能转债,125.226,000591,太阳能,29.5,29.498,2025-10-09,,2031-03-28,5.54,130,7.202,4.32,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,
127105,龙星转债,133.513,002442,龙星科技,7.54,7.534,2024-08-07,,2030-01-31,5.8,130,7.54,5.22,,0/15 | 30,如果公司 A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
127110,广核转债,139.401,003816,中国广核,49.0,48.992,2026-01-15,,2031-07-09,3.58,130,4.654,4.18,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127111,金威转债,142.371,002626,金达威,12.924,12.924,2026-02-26,,2031-08-20,19.19,130,24.947,16.91,,0/15 | 30,公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含本数）；,
127112,尚太转债,161.7,001301,尚太科技,17.34,17.339,2026-07-22,,2032-01-16,60.02,130,78.026,60.55,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）,
127104,姚记转债,144.19,002605,姚记科技,5.831,5.822,2024-07-31,,2030-01-24,19.58,130,25.454,17.36,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,
127103,东南转债,141.929,002135,东南网架,20.0,19.999,2024-07-09,,2030-01-03,5.59,130,7.267,6.73,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127095,广泰转债,146.548,002111,威海广泰,7.0,6.927,2024-04-24,,2029-10-18,8.83,130,11.479,9.41,,0/15 | 30,如果公司股票连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
127093,章鼓转债,130.695,002598,ST章鼓,2.43,2.425,2024-04-23,,2029-10-17,8.3,130,10.79,6.86,,0/15 | 30,如果公司股票任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127098,欧晶转债,125.728,001269,欧晶科技,4.7,4.693,2024-05-30,,2029-11-24,42.0,130,54.6,19.05,,0/15 | 30,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,
127099,盛航转债,136.214,001205,盛航股份,7.4,4.541,2024-06-12,,2029-12-06,15.33,130,19.929,14.4,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
127102,浙建转债,122.2,002761,浙江建投,10.0,9.951,2024-07-01,,2029-12-25,10.17,130,13.221,7.2,,0/15 | 30,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,
127054,双箭转债,126.429,002381,双箭股份,5.136,5.136,2022-08-17,,2028-02-11,6.96,130,9.048,5.55,,0/15 | 30,"如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含
130%）",
127050,麒麟转债,130.398,002984,森麒麟,21.989,20.86,2022-05-17,,2027-11-11,15.07,130,19.591,14.13,,0/15 | 30,如果公司股票连续 30 个交易日中至 少有 15 个交易日的收盘价格不低于当期转股价格的 130%(含 130%),
123253,永贵转债,134.83,300351,永贵电器,9.8,9.797,2025-09-19,,2031-03-13,18.19,130,23.647,14.26,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123252,银邦转债,137.112,300337,银邦股份,7.85,7.846,2025-07-14,,2031-01-06,12.5,130,16.25,9.97,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123257,安克转债,161.269,300866,安克创新,11.048,11.046,2025-12-22,,2031-06-16,106.72,130,138.736,126.2,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123260,卓镁转债,143.0,301398,星源卓镁,4.5,4.499,2026-05-13,,2031-11-07,52.15,130,67.795,31.87,,0/15 | 30,如果发行人股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123263,鼎捷转债,145.2,300378,鼎捷数智,8.28,8.275,2026-06-22,,2031-12-15,43.42,130,56.446,31.21,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123262,神宇转债,133.92,300563,神宇股份,5.0,4.999,2026-06-17,,2031-12-11,38.62,130,50.206,25.06,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）。,
123250,嘉益转债,126.648,301004,嘉益股份,3.979,3.955,2025-05-13,,2030-11-07,79.66,130,103.558,35.2,,0/15 | 30,公司股票在任何连续三十个交易日中至少十五个交易日收盘价格不低于当期转股价格的 130%（含 130%）；,
118052,浩瀚转债,137.833,688292,浩瀚深度,3.54,3.539,2025-09-19,,2031-03-13,24.2,130,31.46,17.45,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123225,翔丰转债,142.901,300890,翔丰华,8.0,5.585,2024-04-16,,2029-10-10,27.34,130,35.542,27.71,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
123224,宇邦转债,137.169,301266,宇邦新材,5.0,2.848,2024-03-25,,2029-09-19,28.17,130,36.621,23.26,,0/15 | 30,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
128135,洽洽转债,114.753,002557,洽洽食品,13.4,13.398,2021-04-26,,2026-10-20,54.95,130,71.435,18.5,,0/15 | 30,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),
123235,亿田转债,154.599,300911,亿田智能,5.202,4.352,2024-06-27,,2029-12-21,21.31,130,27.703,22.14,,0/15 | 30,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,
123237,佳禾转债,137.09,300793,佳禾智能,10.04,4.314,2024-07-10,,2030-01-04,13.46,130,17.498,11.33,,0/15 | 30,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,
