代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123112,Z讯转债,137.11,-6.66,300112,万讯自控,9.11,-2.04,2.75,6.43,141.68,-3.23,AA-,4.501,8.359,4.5,2027-04-08,,1.056,103873.35,722.36,,133.88
110077,洪城转债,203.606,0.31,600461,洪城环境,8.98,0.22,1.15,4.41,203.63,-0.01,AA+,3.087,5.733,4.7,2026-11-20,0.192,5.497,7563.88,6.79,-243.25,203.6
113042,上银转债,117.713,-0.52,601229,上海银行,9.72,-0.72,0.52,8.35,116.41,1.12,AAA,,10.855,14.5,2027-01-25,0.373,199.774,30981.92,1.32,-13.03,118.83
132026,G三峡EB2,136.121,0.01,600900,长江电力,28.45,1.28,3.22,21.2,134.2,1.45,AAA,14.84,27.56,1.4,2027-06-01,0.721,94.986,5822.76,0.45,-28.7,137.57
123258,胜蓝转02,241.5,2.79,300843,胜蓝股份,128.57,1.47,12.2,54.36,236.52,2.11,AA-,38.052,70.668,2.2,2031-08-28,,4.49,166197.08,155.87,,243.61
123243,严牌转债,230.762,2.93,301081,严牌股份,16.3,1.68,3.32,7.22,225.76,2.21,A+,5.054,9.386,7.0,2030-07-10,3.83,2.558,83359.7,144.07,-16.22,232.97
113046,金田转债,129.386,-0.86,601609,金田股份,12.79,-3.47,2.14,10.18,125.64,2.98,AA+,7.126,13.234,6.8,2027-03-22,0.526,14.991,31246.24,16.12,-28.49,132.37
127047,帝欧转债,135.5,-0.79,002798,帝欧水华,6.68,-2.34,1.92,5.1,130.98,3.45,BBB+,3.57,6.63,13.5,2027-10-25,1.121,4.654,5343.06,8.48,-12.45,138.95
127061,美锦转债,112.482,-1.37,000723,美锦能源,3.76,-3.84,1.33,3.47,108.36,3.81,A,2.429,4.511,16.8,2028-04-20,1.608,27.742,9361.79,2.99,4.44,116.29
123091,长海转债,132.238,4.32,300196,长海股份,18.79,8.36,1.59,14.79,127.05,4.09,AA,10.353,19.227,11.8,2026-12-23,0.282,5.46,248614.79,344.14,-57.46,136.33
113056,重银转债,126.801,-0.37,601963,重庆银行,11.23,-1.32,0.6,9.22,121.8,4.11,AAA,,11.986,50.6,2028-03-23,1.532,115.622,21539.23,1.47,-7.63,130.91
123285,润禾转02,100.0,0.0,300727,润禾材料,29.68,-1.69,3.95,31.1,95.43,4.78,A+,21.77,40.43,7.7,2032-09-09,6.0,3.7,0.0,0.0,2.82,104.78
