代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113062,常银转债,128.75,0.02,601128,常熟银行,6.41,-0.77,0.7,5.25,122.1,5.45,AAA,,6.825,25.7,2028-09-15,2.014,59.994,13632.63,1.77,-7.93,134.2
128134,鸿路转债,113.808,-1.36,002541,鸿路钢构,18.7,-3.21,1.29,17.49,106.92,6.44,AA,12.243,22.737,13.4,2026-10-09,0.077,12.849,4101.66,2.8,-45.22,120.25
113605,大参转债,111.985,-0.21,603233,大参林,17.7,-1.39,2.61,16.86,104.98,6.67,AA,11.802,21.918,7.0,2026-10-22,0.112,14.044,6697.19,4.27,-16.17,118.66
111000,起帆转债,141.358,-0.08,605222,起帆电缆,22.62,-1.82,1.9,17.29,130.83,8.05,AA-,12.103,22.477,10.7,2027-05-24,0.699,9.991,32367.35,22.93,-26.69,149.41
128138,侨银转债,130.96,0.38,002973,侨银股份,12.75,8.97,2.03,10.6,120.28,8.88,A+,7.42,13.78,10.4,2026-11-17,0.184,4.199,14378.56,26.17,-4.05,139.84
113615,金诚转债,734.434,-6.86,603979,金诚信,75.0,-6.41,3.78,11.12,674.46,8.89,AA,7.784,14.456,1.1,2026-12-23,0.282,4.958,88020.74,24.04,-303.22,743.32
127080,声迅转债,275.353,3.88,003004,声迅股份,72.5,1.8,8.6,28.94,250.52,9.91,A,20.258,37.622,5.6,2028-12-30,2.304,2.793,101199.1,132.84,-30.96,285.26
113066,平煤转债,137.528,-0.42,601666,平煤股份,9.29,-2.52,0.91,7.46,124.53,10.44,AAA,5.222,9.698,6.2,2029-03-16,2.512,14.274,14027.43,7.17,-8.69,147.97
113681,镇洋转债,137.183,-0.03,603213,镇洋发展,13.6,-0.66,3.25,10.95,124.2,10.45,AA-,7.665,14.235,9.1,2029-12-29,3.301,5.476,3788.11,5.07,-4.22,147.63
123207,冠中转债,199.721,-2.67,300948,冠中生态,18.76,-4.77,3.07,10.44,179.69,11.15,A-,7.308,13.572,5.0,2029-07-21,2.86,1.455,8125.53,27.86,-16.79,210.87
110081,闻泰转债,103.769,-0.04,600745,*ST闻泰,17.13,0.59,0.89,18.36,93.3,11.22,BBB+,12.852,23.868,31.6,2027-07-28,0.877,71.5,11189.74,1.51,4.67,114.99
113043,财通转债,114.402,-1.82,601108,财通证券,8.2,-4.32,0.97,7.98,102.76,11.33,AAA,,10.374,10.0,2026-12-10,0.247,37.992,9710.2,2.23,-30.12,125.73
113058,友发转债,130.119,-0.57,601686,友发集团,5.19,-1.7,1.08,4.48,115.85,12.32,AA,3.136,5.824,24.3,2028-03-30,1.551,18.638,5971.97,2.47,-8.37,142.44
113631,皖天转债,133.748,-0.54,603689,皖天然气,7.73,-1.78,1.08,6.51,118.74,12.64,AA+,4.557,8.463,14.7,2027-11-08,1.159,5.958,4940.24,6.22,-14.5,146.39
127110,广核转债,136.331,-0.12,003816,中国广核,4.33,0.46,1.77,3.58,120.95,12.72,AAA,2.506,4.654,2.9,2031-07-09,4.827,48.992,12769.09,1.91,-4.41,149.05
128136,立讯转债,112.316,0.6,002475,立讯精密,55.39,1.73,4.58,55.67,99.5,12.88,AA+,38.969,72.371,0.7,2026-11-03,0.145,29.816,19437.41,5.83,-26.97,125.2
123245,集智转债,326.039,-2.18,300553,集智股份,51.85,-4.78,6.8,18.06,287.1,13.56,A,12.642,23.478,3.5,2030-08-14,3.926,1.537,42485.21,86.31,-22.76,339.6
118058,微导转债,339.158,-0.97,688147,微导纳米,98.83,-3.71,14.84,33.29,296.88,14.24,AA,23.303,43.277,2.5,2031-08-06,4.904,11.698,113399.65,29.14,-20.16,353.4
