snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-21,,113046,金田转债,130.065,-0.15,129.92,-30.94,0.499,14.971,22717.16,11.58,AA+,601609,金田股份,13.26,-0.15,2.21,,,price_too_high|maturity_too_close,,,,,,
2026-09-21,,128138,侨银转债,131.56,7.52,139.08,-7.73,0.156,4.199,6554.99,11.83,A+,002973,侨银股份,12.97,-4.35,2.06,,,price_too_high|maturity_too_close,,,,,,
2026-09-21,,123091,长海转债,139.249,4.23,143.48,-80.47,0.255,5.46,35713.25,46.43,AA,300196,长海股份,19.76,-3.66,1.67,,,price_too_high|maturity_too_close,,,,,,
2026-09-21,,110077,洪城转债,201.199,-0.08,201.12,-280.49,0.164,5.202,6896.81,6.58,AA+,600461,洪城环境,8.88,-0.78,1.17,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-21,,113615,金诚转债,723.643,9.42,733.06,-335.28,0.255,4.958,20825.65,5.74,AA,603979,金诚信,73.54,0.29,3.7,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-21,,132026,G三峡EB2,135.5,2.25,137.75,-29.3,0.693,94.986,6542.23,0.51,AAA,600900,长江电力,28.1,-0.6,3.18,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-21,,111000,起帆转债,137.446,4.64,142.09,-24.33,0.671,9.991,15893.88,11.49,AA-,605222,起帆电缆,22.71,1.43,1.91,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-21,,123243,严牌转债,254.883,3.79,258.67,-18.52,3.803,2.558,84113.47,128.62,A+,301081,严牌股份,17.73,1.03,3.63,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-21,,123258,胜蓝转02,262.051,-0.5,261.55,,,3.873,86399.48,83.97,AA-,300843,胜蓝股份,143.17,-1.13,13.59,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-21,,123245,集智转债,397.199,6.19,403.39,-26.76,3.899,1.537,44469.18,72.2,A,300553,集智股份,67.55,-1.65,8.87,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-21,,110081,闻泰转债,100.766,9.73,110.5,8.48,0.849,71.5,7652.97,1.06,BBB-,600745,*ST闻泰,16.86,0.72,0.88,,,st_stock,,,,,,
