代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
113056,重银转债,125.375,0.32,601963,重庆银行,10.93,0.28,0.59,9.22,118.55,5.76,AAA,,11.986,52.0,2028-03-23,1.501,115.622,16520.12,1.14,-7.07,131.14
110081,闻泰转债,101.841,1.07,600745,*ST闻泰,17.59,4.33,0.92,18.36,95.81,6.3,BBB-,12.852,23.868,30.8,2027-07-28,0.847,71.5,23038.02,3.17,7.17,108.14
123245,集智转债,392.0,-1.31,300553,集智股份,66.3,-1.85,8.7,18.06,367.11,6.78,A,12.642,23.478,2.7,2030-08-14,3.896,1.537,59598.24,96.43,-26.52,398.78
113062,常银转债,128.037,0.17,601128,常熟银行,6.25,0.0,0.68,5.25,119.05,7.55,AAA,,6.825,26.3,2028-09-15,1.984,59.994,9655.66,1.26,-8.15,135.59
128134,鸿路转债,110.339,-0.66,002541,鸿路钢构,17.9,-4.07,1.23,17.49,102.34,7.81,AA,12.243,22.737,10.7,2026-10-09,0.047,10.036,27245.35,24.58,-7.01,118.15
123160,泰福转债,156.501,-0.7,300992,泰福泵业,28.58,-2.26,2.97,19.7,145.08,7.88,A,13.79,25.61,10.4,2028-09-28,2.019,2.314,12743.24,34.92,-12.87,164.38
113615,金诚转债,726.724,0.43,603979,金诚信,74.88,1.82,3.77,11.12,673.38,7.92,AA,7.784,14.456,1.1,2026-12-23,0.252,4.958,41199.31,11.36,-339.3,734.64
118058,微导转债,377.649,0.31,688147,微导纳米,115.5,-0.42,17.34,33.29,346.95,8.85,AA,23.303,43.277,2.2,2031-08-06,4.874,11.698,102386.15,22.77,-22.02,386.5
113681,镇洋转债,136.679,-0.09,603213,镇洋发展,13.71,1.18,3.28,10.95,125.21,9.16,AA-,7.665,14.235,9.0,2029-12-29,3.271,5.476,2457.97,3.29,-4.15,145.84
127116,瑞鹄转02,100.0,0.0,002997,瑞鹄模具,26.72,-0.45,2.11,29.18,91.57,9.21,AA,20.426,37.934,12.3,2032-09-16,5.989,6.86,0.0,0.0,1.85,109.21
111015,东亚转债,134.101,-0.6,605177,东亚药业,24.7,-0.12,1.66,20.28,121.8,10.1,A+,14.196,26.364,23.7,2029-07-06,2.789,6.662,6782.42,7.6,-4.41,144.2
128138,侨银转债,131.18,-0.29,002973,侨银股份,12.6,-2.85,2.0,10.6,118.87,10.36,A+,7.42,13.78,10.5,2026-11-17,0.153,4.199,6026.65,10.92,-5.97,141.54
110076,华海转债,111.501,-0.89,600521,华海药业,16.57,-0.54,2.54,16.5,100.42,11.03,AA,11.55,21.45,7.4,2026-11-02,0.112,18.424,4642.85,2.26,-11.99,122.53
