代码,转债名称,现价,涨跌幅,正股代码,正股名称,正股价,正股涨跌,正股PB,转股价,转股价值,转股溢价率,债券评级,回售触发价,强赎触发价,转债占比,到期时间,剩余年限,剩余规模,成交额,换手率,到期税前收益,双低
123285,润禾转02,100.0,0.0,300727,润禾材料,35.57,0.68,4.74,31.1,114.37,-12.57,A+,21.77,40.43,6.4,2032-09-09,5.973,3.7,0.0,0.0,2.84,87.43
123286,国科转债,100.0,0.0,301571,国科天成,76.94,2.97,6.51,74.5,103.28,-3.17,AA-,52.15,96.85,9.3,2032-09-22,6.003,8.49,0.0,0.0,2.19,96.83
127117,奥士转债,100.0,0.0,002913,奥士康,84.5,0.52,6.1,83.96,100.64,-0.64,AA,58.772,109.148,3.9,2032-09-22,6.003,10.0,0.0,0.0,2.15,99.36
123258,胜蓝转02,262.051,-1.54,300843,胜蓝股份,143.17,-1.13,13.59,54.36,263.37,-0.5,AA-,38.052,70.668,1.7,2031-08-28,,3.873,86399.48,83.97,,261.55
113046,金田转债,130.065,-1.24,601609,金田股份,13.26,-0.15,2.21,10.18,130.26,-0.15,AA+,7.126,13.234,6.5,2027-03-22,0.499,14.971,22717.16,11.58,-30.94,129.92
110077,洪城转债,201.199,-0.81,600461,洪城环境,8.88,-0.78,1.17,4.41,201.36,-0.08,AA+,3.087,5.733,4.4,2026-11-20,0.164,5.202,6896.81,6.58,-280.49,201.12
132026,G三峡EB2,135.5,-0.52,600900,长江电力,28.1,-0.6,3.18,21.2,132.55,2.25,AAA,14.84,27.56,1.4,2027-06-01,0.693,94.986,6542.23,0.51,-29.3,137.75
113042,上银转债,117.305,0.03,601229,上海银行,9.54,-0.21,0.51,8.35,114.25,2.67,AAA,,10.855,14.1,2027-01-25,0.345,192.16,14617.42,0.65,-13.1,119.98
127047,帝欧转债,133.6,-0.46,002798,帝欧水华,6.62,-0.3,1.9,5.1,129.8,2.92,BBB+,3.57,6.63,13.6,2027-10-25,1.093,4.654,3531.86,5.66,-11.59,136.52
123243,严牌转债,254.883,-0.51,301081,严牌股份,17.73,1.03,3.63,7.22,245.57,3.79,A+,5.054,9.386,6.4,2030-07-10,3.803,2.558,84113.47,128.62,-18.52,258.67
128134,鸿路转债,111.074,-0.23,002541,鸿路钢构,18.66,0.27,1.29,17.49,106.69,4.11,AA,12.243,22.737,11.6,2026-10-09,0.049,11.073,29028.1,23.68,-20.75,115.18
123091,长海转债,139.249,-1.89,300196,长海股份,19.76,-3.66,1.67,14.79,133.6,4.23,AA,10.353,19.227,11.2,2026-12-23,0.255,5.46,35713.25,46.43,-80.47,143.48
111000,起帆转债,137.446,-0.09,605222,起帆电缆,22.71,1.43,1.91,17.29,131.35,4.64,AA-,12.103,22.477,10.7,2027-05-24,0.671,9.991,15893.88,11.49,-24.33,142.09
113605,大参转债,111.519,-0.26,603233,大参林,17.95,-2.34,2.64,16.86,106.47,4.75,AA,11.802,21.918,6.9,2026-10-22,0.085,14.044,12463.22,7.97,-16.57,116.27
113043,财通转债,112.965,0.76,601108,财通证券,8.6,1.9,1.01,7.98,107.77,4.82,AAA,,10.374,9.5,2026-12-10,0.219,37.992,7703.51,1.8,-28.49,117.79
127061,美锦转债,109.939,-0.11,000723,美锦能源,3.62,0.84,1.28,3.47,104.32,5.38,A,2.429,4.511,17.4,2028-04-20,1.581,27.742,7432.9,2.44,6.07,115.32
113056,重银转债,124.971,-0.4,601963,重庆银行,10.9,0.0,0.59,9.22,118.22,5.71,AAA,,11.986,52.1,2028-03-23,1.504,115.622,18532.05,1.28,-6.86,130.68
123160,泰福转债,157.61,-4.49,300992,泰福泵业,29.24,-5.22,3.04,19.7,148.43,6.19,A,13.79,25.61,10.2,2028-09-28,2.022,2.314,36212.57,96.22,-13.16,163.8
123245,集智转债,397.199,-1.59,300553,集智股份,67.55,-1.65,8.87,18.06,374.03,6.19,A,12.642,23.478,2.7,2030-08-14,3.899,1.537,44469.18,72.2,-26.76,403.39
113062,常银转债,127.826,-0.16,601128,常熟银行,6.25,-0.32,0.68,5.25,119.05,7.37,AAA,,6.825,26.3,2028-09-15,1.986,59.994,6652.7,0.87,-8.06,135.2
128138,侨银转债,131.56,-1.17,002973,侨银股份,12.97,-4.35,2.06,10.6,122.36,7.52,A+,7.42,13.78,10.2,2026-11-17,0.156,4.199,6554.99,11.83,-7.73,139.08
123207,冠中转债,199.421,-0.88,300948,冠中生态,19.34,2.06,3.16,10.44,185.25,7.65,A-,7.308,13.572,4.8,2029-07-21,2.833,1.455,15199.35,51.58,-16.9,207.07
118058,微导转债,376.494,-3.37,688147,微导纳米,115.99,-4.93,17.41,33.29,348.42,8.06,AA,23.303,43.277,2.2,2031-08-06,4.877,11.698,67876.34,15.19,-21.96,384.55
