snapshot_date,rank,code,name,price,premium_rate,double_low,ytm,remaining_years,remaining_size,amount,turnover_rate,rating,stock_code,stock_name,stock_price,stock_change_pct,stock_pb,redeem_status,score,filter_reason,price_rank,premium_rank,ytm_rank,amount_rank,size_rank,rating_rank
2026-09-04,,113681,镇洋转债,138.49,9.49,147.98,-4.47,3.321,5.476,2527.11,3.33,AA-,603213,镇洋发展,13.85,-1.49,3.31,,,price_too_high,,,,,,
2026-09-04,,113631,皖天转债,135.1,13.48,148.58,-15.02,1.178,5.958,2652.5,3.29,AA+,603689,皖天然气,7.75,-0.26,1.08,,,price_too_high,,,,,,
2026-09-04,,127110,广核转债,137.479,12.63,150.11,-4.56,4.847,48.992,12734.21,1.89,AAA,003816,中国广核,4.37,-0.68,1.78,,,price_too_high,,,,,,
2026-09-04,,113066,平煤转债,139.211,11.67,150.88,-9.07,2.532,14.274,11514.08,5.8,AAA,601666,平煤股份,9.3,-0.85,0.91,,,price_too_high,,,,,,
2026-09-04,,123243,严牌转债,220.995,0.23,221.23,-15.19,3.849,2.607,56225.52,95.58,A+,301081,严牌股份,15.92,0.13,3.25,,,price_too_high,,,,,,
2026-09-04,,123258,胜蓝转02,236.0,4.65,240.65,-13.21,4.984,4.498,117375.3,105.63,AA-,300843,胜蓝股份,122.59,-4.67,11.63,,,price_too_high,,,,,,
2026-09-04,,127080,声迅转债,277.6,6.76,284.36,-30.99,2.323,2.793,26579.51,34.23,A,003004,声迅股份,75.25,2.45,8.92,,,price_too_high,,,,,,
2026-09-04,,128138,侨银转债,130.909,9.69,140.6,-3.47,0.203,4.199,4300.71,7.82,A+,002973,侨银股份,12.65,-1.79,2.01,,,price_too_high|maturity_too_close,,,,,,
2026-09-04,,110077,洪城转债,203.561,0.64,204.2,-220.76,0.211,5.837,5340.4,4.47,AA+,600461,洪城环境,8.92,-0.67,1.15,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-04,,113615,金诚转债,774.856,8.33,783.19,-286.49,0.301,4.958,28232.03,7.27,AA,603979,金诚信,79.54,-0.23,4.0,公告不强赎,,price_too_high|maturity_too_close|redeem_risk,,,,,,
2026-09-04,,123112,万讯转债,137.016,0.23,137.25,,,1.301,194754.53,1033.86,AA-,300112,万讯自控,8.79,1.15,2.59,已公告强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,132026,G三峡EB2,137.075,2.27,139.35,-28.7,0.74,94.986,16487.34,1.26,AAA,600900,长江电力,28.42,-0.07,3.22,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,111000,起帆转债,137.011,12.32,149.33,-22.38,0.718,9.991,9652.11,6.98,AA-,605222,起帆电缆,21.09,-0.85,1.77,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,123247,万凯转债,208.5,12.85,221.35,-14.32,3.951,19.642,61541.24,14.67,AA,301216,万凯新材,20.6,-0.39,1.82,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,123207,冠中转债,214.788,6.68,221.47,-18.79,2.88,1.455,17870.12,55.76,A-,300948,冠中生态,21.02,-0.38,3.44,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,123245,集智转债,314.8,13.34,328.14,-21.97,3.945,1.537,73813.76,149.78,A,300553,集智股份,50.16,-0.79,6.58,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,118058,微导转债,340.182,12.25,352.43,-20.13,4.923,11.698,116899.54,28.31,AA,688147,微导纳米,100.89,-6.12,15.15,公告不强赎,,price_too_high|redeem_risk,,,,,,
2026-09-04,,110081,闻泰转债,107.249,8.61,115.86,0.78,0.896,71.698,12556.03,1.63,BBB+,600745,*ST闻泰,18.13,0.17,0.95,,,st_stock,,,,,,
